event_id,payment_id,related_type,related_id,amount,event_date,category
806,982,college,21,61840.0,2023-09-06,Placement Commission
807,984,college,72,50000.0,2024-03-25,Subscription Revenue
808,986,college,35,31040.0,2025-07-31,Placement Commission
809,987,college,0,42321.16,2023-10-08,Listing Fee
810,988,college,87,68480.0,2024-08-20,Placement Commission
811,989,college,26,150000.0,2025-02-15,Subscription Revenue
812,990,college,25,42800.0,2025-09-25,Placement Commission
813,992,college,0,46555.78,2025-01-29,Listing Fee
814,993,college,75,50480.0,2024-09-02,Placement Commission
815,994,college,45,100000.0,2025-05-23,Subscription Revenue
816,995,college,30,150000.0,2026-03-05,Subscription Revenue
817,996,college,0,66265.64,2023-11-21,Listing Fee
818,997,college,85,84400.0,2023-08-25,Placement Commission
819,998,college,87,50240.0,2023-08-08,Placement Commission
820,999,college,10,46320.0,2026-06-30,Placement Commission
821,1000,college,0,50876.26,2024-10-04,Listing Fee
822,1001,college,78,100000.0,2025-11-09,Subscription Revenue
823,1006,college,0,41478.76,2024-02-12,Premium Feature
824,1007,college,38,150000.0,2024-04-27,Subscription Revenue
825,1009,college,59,18560.0,2025-03-08,Placement Commission
826,1010,college,47,56720.0,2026-04-15,Placement Commission
827,1011,college,80,25000.0,2024-10-30,Subscription Revenue
828,1013,college,0,49365.72,2025-03-24,Listing Fee
829,1014,college,51,92560.0,2025-06-14,Placement Commission
830,1015,college,27,40080.0,2023-10-06,Placement Commission
831,1016,college,0,63689.72,2023-12-01,Premium Feature
832,1017,college,15,55600.0,2026-05-31,Placement Commission
833,1018,college,83,100000.0,2025-10-24,Subscription Revenue
834,1019,college,42,52240.0,2024-03-17,Placement Commission
835,1021,college,29,50000.0,2023-11-12,Subscription Revenue
836,1022,college,98,50000.0,2023-08-23,Subscription Revenue
837,1023,college,0,57999.52,2026-06-11,Listing Fee
838,1024,college,60,77440.0,2023-11-08,Placement Commission
839,1025,college,54,42400.0,2025-05-29,Placement Commission
840,1027,college,51,34480.0,2026-04-17,Placement Commission
841,1028,college,16,23920.0,2025-10-13,Placement Commission
842,1029,college,0,50993.51,2024-02-14,Listing Fee
843,1030,college,46,22880.0,2023-11-06,Placement Commission
844,1031,college,3,50480.0,2024-07-19,Placement Commission
845,1032,college,85,63120.0,2025-04-01,Placement Commission
846,1033,college,0,20880.82,2024-02-12,Premium Feature
847,1034,college,0,18296.8,2024-01-17,Premium Feature
848,1035,college,34,150000.0,2024-12-01,Subscription Revenue
849,1037,college,0,56771.76,2024-01-25,Listing Fee
850,1038,college,0,67249.8,2023-09-06,Premium Feature
851,1040,college,43,22880.0,2025-06-07,Placement Commission
852,1041,college,49,100000.0,2024-08-13,Subscription Revenue
853,1042,college,59,25000.0,2024-04-26,Subscription Revenue
854,1043,college,98,29120.0,2025-04-04,Placement Commission
855,1044,college,37,100000.0,2026-03-06,Subscription Revenue
856,1045,college,0,62396.21,2025-05-01,Premium Feature
857,1046,college,36,50000.0,2024-08-12,Subscription Revenue
858,1047,college,0,26721.56,2024-01-02,Premium Feature
859,1048,college,0,56015.54,2026-03-26,Premium Feature
860,1049,college,14,90080.0,2025-02-13,Placement Commission
861,1050,college,52,21760.0,2024-08-10,Placement Commission
862,1052,college,16,136480.0,2025-06-15,Placement Commission
863,1053,college,87,77280.0,2023-08-05,Placement Commission
864,1055,college,45,100000.0,2023-11-01,Subscription Revenue
865,1056,college,77,110160.0,2024-03-02,Placement Commission
866,1057,college,0,18715.29,2024-08-12,Premium Feature
867,1060,college,0,45994.5,2023-06-03,Premium Feature
868,1061,college,0,42992.82,2026-04-15,Premium Feature
869,1062,college,85,22720.0,2026-02-04,Placement Commission
870,1063,college,58,82400.0,2025-06-19,Placement Commission
871,1064,college,33,50320.0,2025-07-07,Placement Commission
872,1065,college,0,23045.19,2025-04-11,Listing Fee
873,1067,college,99,49120.0,2025-10-10,Placement Commission
874,1069,college,19,97760.0,2025-03-30,Placement Commission
875,1070,college,15,50000.0,2025-01-16,Subscription Revenue
876,1071,college,17,100000.0,2025-11-14,Subscription Revenue
877,1072,college,77,44240.0,2025-01-17,Placement Commission
878,1074,college,4,50000.0,2024-03-01,Subscription Revenue
879,1075,college,0,8326.21,2025-10-15,Listing Fee
880,1076,college,0,50933.1,2026-06-26,Listing Fee
881,1077,college,67,25000.0,2026-03-04,Subscription Revenue
882,1078,college,64,100000.0,2023-06-05,Subscription Revenue
883,1079,college,65,31280.0,2025-04-30,Placement Commission
884,1080,college,67,150000.0,2026-04-26,Subscription Revenue
885,1081,college,43,50000.0,2025-02-20,Subscription Revenue
886,1082,college,69,29520.0,2025-03-24,Placement Commission
887,1083,college,0,63533.03,2026-04-07,Listing Fee
888,1084,college,0,16822.01,2024-04-29,Listing Fee
889,1085,college,75,40400.0,2024-04-16,Placement Commission
890,1086,college,0,64883.36,2024-10-17,Listing Fee
891,1087,college,0,35722.07,2023-06-17,Listing Fee
892,1088,college,49,100000.0,2025-01-01,Subscription Revenue
893,1089,college,6,50000.0,2024-08-19,Subscription Revenue
894,1090,college,0,64447.52,2025-05-04,Premium Feature
895,1091,college,0,39490.75,2024-03-29,Premium Feature
896,1092,college,0,14779.71,2023-11-18,Listing Fee
897,1093,college,0,25814.85,2024-07-08,Listing Fee
898,1094,college,35,31040.0,2025-08-24,Placement Commission
899,1095,college,68,100000.0,2025-08-16,Subscription Revenue
900,1096,college,0,8150.75,2025-06-07,Listing Fee
901,1097,college,92,39360.0,2024-04-27,Placement Commission
902,1098,college,20,150000.0,2025-08-23,Subscription Revenue
903,1100,college,0,29509.63,2025-04-26,Listing Fee
904,1101,college,31,36240.0,2024-10-26,Placement Commission
905,1102,college,57,51600.0,2026-04-10,Placement Commission
906,1104,college,0,31321.87,2026-01-14,Premium Feature
907,1105,college,23,150000.0,2026-04-21,Subscription Revenue
908,1106,college,0,53149.47,2026-04-29,Listing Fee
909,1108,college,60,100000.0,2025-04-23,Subscription Revenue
910,1109,college,45,70080.0,2024-08-27,Placement Commission
911,1110,college,0,28046.21,2025-07-15,Listing Fee
912,1112,college,59,57760.0,2025-07-06,Placement Commission
913,1114,college,2,75120.0,2024-03-29,Placement Commission
914,1115,college,86,26800.0,2024-06-03,Placement Commission
915,1117,college,99,150000.0,2024-05-26,Subscription Revenue
916,1118,college,33,32480.0,2026-01-12,Placement Commission
917,1119,college,81,55680.0,2026-06-30,Placement Commission
918,1120,college,75,48960.0,2025-07-28,Placement Commission
919,1121,college,0,35215.65,2023-12-07,Listing Fee
920,1122,college,0,72224.4,2024-09-21,Listing Fee
921,1123,college,19,31680.0,2024-06-16,Placement Commission
922,1124,college,0,26725.39,2023-09-11,Premium Feature
923,1125,college,97,35680.0,2025-06-06,Placement Commission
924,1126,college,0,45269.66,2026-02-12,Premium Feature
925,1129,college,74,83200.0,2025-10-16,Placement Commission
926,1131,college,51,50000.0,2026-03-26,Subscription Revenue
927,1132,college,58,33440.0,2023-12-18,Placement Commission
928,1133,college,92,50000.0,2023-11-22,Subscription Revenue
929,1134,college,59,45040.0,2024-05-04,Placement Commission
930,1136,college,16,51440.0,2025-04-07,Placement Commission
931,1137,college,50,38080.0,2025-08-22,Placement Commission
932,1138,college,34,67600.0,2026-02-27,Placement Commission
933,1139,college,0,15087.35,2025-01-13,Premium Feature
934,1141,college,0,20469.9,2024-06-02,Listing Fee
935,1142,college,54,24880.0,2025-03-08,Placement Commission
936,1143,college,88,41360.0,2025-08-01,Placement Commission
937,1144,college,92,50000.0,2025-02-09,Subscription Revenue
938,1145,college,92,43840.0,2025-05-18,Placement Commission
939,1146,college,0,51534.34,2025-04-27,Listing Fee
940,1147,college,0,31937.51,2023-10-27,Listing Fee
941,1148,college,3,39920.0,2025-02-09,Placement Commission
942,1149,college,91,56800.0,2026-01-27,Placement Commission
943,1151,college,83,50000.0,2025-09-15,Subscription Revenue
944,1152,college,0,22390.09,2024-05-03,Listing Fee
945,1153,college,0,18485.33,2023-08-20,Listing Fee
946,1154,college,33,100000.0,2025-10-29,Subscription Revenue
947,1155,college,49,100000.0,2024-08-17,Subscription Revenue
948,1157,college,0,55111.81,2025-07-11,Premium Feature
949,1158,college,51,45760.0,2026-06-07,Placement Commission
950,1159,college,22,48240.0,2024-09-17,Placement Commission
951,1160,college,0,31520.83,2025-10-30,Premium Feature
952,1161,college,97,79200.0,2026-06-30,Placement Commission
953,1162,college,0,38788.65,2026-05-22,Listing Fee
954,1163,college,69,44640.0,2026-04-20,Placement Commission
955,1164,college,57,50000.0,2025-11-30,Subscription Revenue
956,1166,college,20,100000.0,2024-04-10,Subscription Revenue
957,1167,college,0,11765.99,2024-01-08,Listing Fee
958,1168,college,0,48022.7,2023-06-07,Premium Feature
959,1169,college,44,26320.0,2026-03-02,Placement Commission
960,1170,college,0,23333.47,2024-01-07,Premium Feature
961,1171,college,65,29840.0,2025-10-28,Placement Commission
962,1172,college,6,38560.0,2023-11-12,Placement Commission
963,1173,college,39,25000.0,2024-12-21,Subscription Revenue
964,1174,college,84,100000.0,2023-08-25,Subscription Revenue
965,1175,college,5,46080.0,2023-08-21,Placement Commission
966,1177,college,56,40880.0,2023-10-14,Placement Commission
967,1178,college,64,100000.0,2025-07-24,Subscription Revenue
968,1179,college,76,78720.0,2025-06-27,Placement Commission
969,1180,college,0,53293.3,2024-01-16,Premium Feature
970,1181,college,16,50000.0,2024-02-11,Subscription Revenue
971,1182,college,77,44240.0,2025-01-07,Placement Commission
972,1183,college,60,83040.0,2025-04-18,Placement Commission
973,1184,college,34,150000.0,2023-06-06,Subscription Revenue
974,1186,college,45,59120.0,2026-01-18,Placement Commission
975,1188,college,75,100000.0,2024-07-17,Subscription Revenue
976,1189,college,98,50000.0,2025-11-20,Subscription Revenue
977,1191,college,36,94240.0,2024-04-18,Placement Commission
978,1192,college,0,50751.62,2024-11-14,Listing Fee
979,1194,college,0,55079.32,2024-09-13,Premium Feature
980,1195,college,61,100000.0,2024-06-17,Subscription Revenue
981,1196,college,100,58400.0,2025-03-15,Placement Commission
982,1197,college,69,23280.0,2023-11-16,Placement Commission
983,1198,college,0,38099.97,2024-11-07,Listing Fee
984,1199,college,91,21360.0,2025-07-16,Placement Commission
985,1200,college,38,150000.0,2025-01-04,Subscription Revenue
986,1204,college,60,85200.0,2023-11-08,Placement Commission
987,1205,college,11,150000.0,2025-03-22,Subscription Revenue
988,1206,college,0,16320.88,2024-02-24,Premium Feature
989,1207,college,10,100000.0,2024-12-20,Subscription Revenue
990,1208,college,69,46640.0,2024-06-20,Placement Commission
991,1209,college,39,39280.0,2025-02-22,Placement Commission
992,1210,college,0,47179.99,2025-05-11,Listing Fee
993,1211,college,0,39004.01,2024-07-09,Premium Feature
994,1212,college,0,44461.74,2023-07-17,Listing Fee
995,1213,college,12,84800.0,2024-10-06,Placement Commission
996,1214,college,100,150000.0,2026-06-23,Subscription Revenue
997,1215,college,0,53905.19,2024-07-09,Premium Feature
998,1216,college,52,25000.0,2023-09-23,Subscription Revenue
999,1217,college,0,35565.24,2023-07-16,Premium Feature
1000,1219,college,25,25000.0,2023-12-24,Subscription Revenue
1001,1220,college,0,11075.26,2025-07-06,Premium Feature
1002,1221,college,0,69571.66,2026-01-28,Listing Fee
1003,1222,college,0,21017.1,2023-11-26,Premium Feature
1004,1223,college,74,150000.0,2023-06-13,Subscription Revenue
1005,1225,college,0,57364.96,2026-04-26,Premium Feature
1006,1226,college,86,96880.0,2026-03-28,Placement Commission
1007,1227,college,12,38880.0,2023-12-27,Placement Commission
1008,1228,college,3,100000.0,2024-12-04,Subscription Revenue
1009,1229,college,45,150000.0,2024-08-25,Subscription Revenue
1010,1230,college,81,50000.0,2025-08-27,Subscription Revenue
1011,1231,college,85,41040.0,2023-10-14,Placement Commission
1012,1232,college,0,41125.44,2025-02-06,Premium Feature
1013,1233,college,100,41600.0,2024-08-31,Placement Commission
1014,1234,college,1,150000.0,2024-06-26,Subscription Revenue
1015,1235,college,0,40327.93,2023-07-17,Listing Fee
1016,1237,college,10,37920.0,2025-05-04,Placement Commission
1017,1238,college,56,74400.0,2026-04-05,Placement Commission
1018,1240,college,54,58160.0,2026-06-19,Placement Commission
1019,1243,college,5,46400.0,2024-08-29,Placement Commission
1020,1244,college,88,100000.0,2023-09-12,Subscription Revenue
1021,1246,college,0,32306.86,2025-07-04,Listing Fee
1022,1248,college,95,25000.0,2024-11-02,Subscription Revenue
1023,1249,college,25,50000.0,2024-01-21,Subscription Revenue
1024,1250,college,20,150000.0,2026-01-08,Subscription Revenue
1025,1251,college,0,19095.04,2025-10-14,Listing Fee
1026,1253,college,44,150000.0,2023-12-04,Subscription Revenue
1027,1254,college,0,29391.2,2025-09-25,Listing Fee
1028,1255,college,83,85040.0,2023-12-22,Placement Commission
1029,1256,college,35,23760.0,2025-06-20,Placement Commission
1030,1258,college,20,25000.0,2025-07-17,Subscription Revenue
1031,1260,college,49,25000.0,2025-03-01,Subscription Revenue
1032,1261,college,11,81280.0,2024-02-09,Placement Commission
1033,1262,college,37,50000.0,2024-08-05,Subscription Revenue
1034,1264,college,75,69760.0,2025-10-07,Placement Commission
1035,1266,college,0,7809.07,2024-07-05,Listing Fee
1036,1267,college,0,42514.43,2024-03-01,Listing Fee
1037,1268,college,10,25000.0,2023-12-03,Subscription Revenue
1038,1270,college,64,75040.0,2023-11-14,Placement Commission
1039,1271,college,0,68071.27,2024-01-23,Listing Fee
1040,1272,college,73,25000.0,2026-02-03,Subscription Revenue
1041,1273,college,7,100000.0,2025-05-13,Subscription Revenue
1042,1274,college,10,150000.0,2024-06-01,Subscription Revenue
1043,1275,college,86,50000.0,2024-12-31,Subscription Revenue
1044,1276,college,0,43640.81,2023-08-13,Premium Feature
1045,1277,college,6,100000.0,2025-12-28,Subscription Revenue
1046,1278,college,0,18560.17,2023-09-05,Listing Fee
1047,1280,college,87,71360.0,2023-09-22,Placement Commission
1048,1281,college,0,45100.71,2025-12-22,Premium Feature
1049,1282,college,11,75360.0,2026-04-12,Placement Commission
1050,1283,college,0,57422.29,2025-05-22,Listing Fee
1051,1284,college,0,24812.74,2024-11-25,Premium Feature
1052,1285,college,87,72640.0,2023-09-28,Placement Commission
1053,1286,college,44,85040.0,2026-02-10,Placement Commission
1054,1288,college,1,100000.0,2025-12-13,Subscription Revenue
1055,1289,college,79,27280.0,2025-05-05,Placement Commission
1056,1290,college,0,52681.84,2024-04-30,Premium Feature
1057,1291,college,0,68888.05,2024-04-04,Listing Fee
1058,1294,college,0,45095.87,2024-12-10,Listing Fee
1059,1295,college,89,37840.0,2026-04-26,Placement Commission
1060,1297,college,99,25000.0,2024-12-27,Subscription Revenue
1061,1298,college,29,150000.0,2025-01-30,Subscription Revenue
1062,1299,college,29,64080.0,2025-01-15,Placement Commission
1063,1300,college,0,68538.27,2025-11-06,Listing Fee
1064,1301,college,0,59260.55,2024-04-24,Listing Fee
1065,1302,college,44,33760.0,2023-11-17,Placement Commission
1066,1303,college,16,49760.0,2026-03-22,Placement Commission
1067,1304,college,0,62755.53,2026-06-19,Listing Fee
1068,1305,college,63,25000.0,2025-04-03,Subscription Revenue
1069,1306,college,0,72198.91,2026-03-09,Premium Feature
1070,1307,college,0,14184.33,2025-11-13,Listing Fee
1071,1308,college,33,48640.0,2025-06-13,Placement Commission
1072,1309,college,0,17618.85,2025-10-02,Listing Fee
1073,1310,college,84,75520.0,2025-06-09,Placement Commission
1074,1311,college,91,127280.0,2024-06-29,Placement Commission
1075,1312,college,20,150000.0,2023-12-16,Subscription Revenue
1076,1313,college,0,31856.19,2024-05-01,Premium Feature
1077,1316,college,23,100000.0,2023-07-04,Subscription Revenue
1078,1317,college,32,36480.0,2024-02-22,Placement Commission
1079,1318,college,3,50000.0,2024-08-24,Subscription Revenue
1080,1319,college,62,80480.0,2026-06-30,Placement Commission
1081,1320,college,64,25000.0,2023-09-11,Subscription Revenue
1082,1322,college,65,100240.0,2024-07-19,Placement Commission
1083,1323,college,0,5457.97,2025-12-09,Listing Fee
1084,1325,college,75,51440.0,2025-04-13,Placement Commission
1085,1328,college,3,73680.0,2024-12-30,Placement Commission
1086,1331,college,80,88880.0,2024-09-09,Placement Commission
1087,1332,college,49,150000.0,2024-05-27,Subscription Revenue
1088,1333,college,50,114160.0,2026-03-12,Placement Commission
1089,1334,college,74,100000.0,2023-10-11,Placement Commission
1090,1336,college,0,30941.29,2026-06-04,Premium Feature
1091,1337,college,0,23574.84,2023-08-04,Listing Fee
1092,1338,college,85,67680.0,2024-10-24,Placement Commission
1093,1339,college,0,74949.11,2025-10-29,Listing Fee
1094,1340,college,75,50000.0,2023-12-24,Subscription Revenue
1095,1341,college,50,100000.0,2026-04-11,Subscription Revenue
1096,1342,college,20,150000.0,2025-11-27,Subscription Revenue
1097,1344,college,0,50826.86,2024-01-30,Listing Fee
1098,1345,college,57,50000.0,2025-01-15,Subscription Revenue
1099,1346,college,60,59680.0,2026-06-09,Placement Commission
1100,1348,college,0,39631.98,2025-10-12,Listing Fee
1101,1349,college,0,52070.7,2026-01-22,Premium Feature
1102,1350,college,1,25000.0,2024-01-30,Subscription Revenue
1103,1351,college,28,25000.0,2024-07-18,Subscription Revenue
1104,1352,college,39,39520.0,2026-04-25,Placement Commission
1105,1353,college,0,26328.59,2023-07-08,Listing Fee
1106,1354,college,0,24960.06,2023-10-14,Premium Feature
1107,1356,college,0,10855.9,2025-01-27,Listing Fee
1108,1358,college,0,19391.55,2024-01-20,Listing Fee
1109,1359,college,85,100000.0,2024-10-26,Subscription Revenue
1110,1360,college,29,50000.0,2024-02-09,Subscription Revenue
1111,1361,college,17,50000.0,2024-05-23,Subscription Revenue
1112,1362,college,13,150000.0,2025-07-09,Subscription Revenue
1113,1363,college,0,29305.08,2023-06-25,Premium Feature
1114,1364,college,29,29760.0,2025-11-27,Placement Commission
1115,1365,college,89,150000.0,2026-05-05,Subscription Revenue
1116,1366,college,33,50000.0,2024-03-06,Subscription Revenue
1117,1367,college,75,31520.0,2024-07-31,Placement Commission
1118,1368,college,63,64640.0,2025-08-03,Placement Commission
1119,1370,college,96,150000.0,2023-07-07,Subscription Revenue
1120,1371,college,0,57433.47,2026-03-27,Listing Fee
1121,1372,college,56,100000.0,2024-08-28,Subscription Revenue
1122,1373,college,86,31680.0,2025-08-02,Placement Commission
1123,1374,college,0,45057.58,2026-03-18,Listing Fee
1124,1375,college,73,48800.0,2026-05-25,Placement Commission
1125,1376,college,0,22598.77,2026-02-10,Premium Feature
1126,1377,college,82,50000.0,2026-02-25,Subscription Revenue
1127,1378,college,0,13545.45,2025-08-26,Listing Fee
1128,1379,college,27,51920.0,2023-10-10,Placement Commission
1129,1380,college,0,26285.45,2024-05-25,Listing Fee
1130,1381,college,22,50000.0,2025-06-03,Subscription Revenue
1131,1382,college,42,66880.0,2024-03-26,Placement Commission
1132,1383,college,24,61280.0,2025-04-01,Placement Commission
1133,1384,college,0,72776.27,2024-01-19,Listing Fee
1134,1385,college,25,69920.0,2023-07-12,Placement Commission
1135,1389,college,62,19120.0,2026-04-15,Placement Commission
1136,1390,college,98,42960.0,2025-06-30,Placement Commission
1137,1391,college,55,25000.0,2023-07-01,Subscription Revenue
1138,1392,college,55,50000.0,2025-01-29,Subscription Revenue
1139,1393,college,0,13214.5,2026-02-15,Listing Fee
1140,1395,college,92,77360.0,2025-10-10,Placement Commission
1141,1397,college,0,30197.69,2024-05-03,Premium Feature
1142,1398,college,85,48480.0,2024-02-20,Placement Commission
1143,1399,college,0,70589.49,2024-10-07,Listing Fee
1144,1401,college,25,25000.0,2024-07-28,Subscription Revenue
1145,1402,college,81,150000.0,2023-08-22,Subscription Revenue
1146,1403,college,31,150000.0,2024-10-21,Subscription Revenue
1147,1405,college,0,67256.96,2025-06-13,Listing Fee
1148,1407,college,13,63040.0,2025-06-04,Placement Commission
1149,1408,college,0,25902.54,2024-03-02,Listing Fee
1150,1410,college,58,22000.0,2024-04-03,Placement Commission
1151,1411,college,0,11599.08,2023-07-03,Premium Feature
1152,1412,college,0,65305.47,2024-10-20,Premium Feature
1153,1413,college,85,48480.0,2024-02-23,Placement Commission
1154,1414,college,17,33840.0,2023-11-13,Placement Commission
1155,1415,college,31,76000.0,2026-02-17,Placement Commission
1156,1417,college,0,47284.84,2023-12-30,Listing Fee
1157,1418,college,0,68477.76,2024-04-14,Listing Fee
1158,1419,college,0,7587.43,2025-05-31,Listing Fee
1159,1420,college,0,54188.58,2023-10-15,Premium Feature
1160,1421,college,0,7677.05,2025-02-08,Listing Fee
1161,1422,college,0,45248.25,2024-09-22,Premium Feature
1162,1423,college,76,46640.0,2026-01-19,Placement Commission
1163,1424,college,0,37611.85,2026-03-29,Listing Fee
1164,1425,college,0,23086.58,2024-10-14,Premium Feature
1165,1427,college,25,27520.0,2025-02-14,Placement Commission
1166,1428,college,0,11745.88,2024-01-29,Listing Fee
1167,1429,college,0,40063.42,2025-04-01,Listing Fee
1168,1431,college,0,10813.06,2023-08-05,Listing Fee
1169,1432,college,60,53760.0,2025-01-01,Placement Commission
1170,1433,college,0,14772.01,2023-08-20,Premium Feature
1171,1434,college,19,25000.0,2023-08-10,Subscription Revenue
1172,1436,college,41,19520.0,2023-09-24,Placement Commission
1173,1438,college,0,30708.0,2026-02-07,Listing Fee
1174,1439,college,5,150000.0,2025-07-21,Subscription Revenue
1175,1440,college,0,13785.27,2024-12-15,Listing Fee
1176,1441,college,0,5609.19,2024-03-17,Listing Fee
1177,1442,college,62,70880.0,2026-06-30,Placement Commission
1178,1443,college,18,25000.0,2026-05-21,Subscription Revenue
1179,1444,college,27,46800.0,2026-06-23,Placement Commission
1180,1446,college,0,19003.0,2023-08-06,Premium Feature
1181,1447,college,43,100000.0,2026-05-24,Subscription Revenue
1182,1448,college,12,150000.0,2026-06-28,Subscription Revenue
1183,1449,college,0,72205.99,2024-01-12,Premium Feature
1184,1450,college,46,150000.0,2023-07-29,Subscription Revenue
1185,1451,college,0,48992.46,2026-01-19,Premium Feature
1186,1452,college,5,44400.0,2024-02-19,Placement Commission
1187,1453,college,38,37280.0,2026-04-11,Placement Commission
1188,1454,college,0,36952.61,2026-04-09,Premium Feature
1189,1455,college,85,50000.0,2025-06-03,Subscription Revenue
1190,1456,college,75,25000.0,2023-07-20,Subscription Revenue
1191,1458,college,1,25000.0,2025-06-27,Subscription Revenue
1192,1459,college,0,53272.77,2025-05-30,Premium Feature
1193,1460,college,0,58598.94,2026-04-04,Premium Feature
1194,1461,college,0,52492.17,2023-09-03,Premium Feature
1195,1462,college,0,18294.28,2023-12-08,Premium Feature
1196,1463,college,71,96160.0,2024-07-10,Placement Commission
1197,1464,college,85,25000.0,2024-03-07,Subscription Revenue
1198,1465,college,0,37076.39,2024-05-20,Premium Feature
1199,1466,college,0,34951.64,2024-08-24,Listing Fee
1200,1467,college,30,36000.0,2025-09-18,Placement Commission
1201,1468,college,0,7572.37,2025-01-24,Listing Fee
1202,1469,college,13,50000.0,2025-10-21,Subscription Revenue
1203,1471,college,14,50000.0,2025-09-07,Subscription Revenue
1204,1472,college,83,41040.0,2023-12-31,Placement Commission
1205,1473,college,0,30677.64,2025-02-07,Listing Fee
1206,1475,college,0,11034.36,2023-10-22,Premium Feature
1207,1476,college,77,52560.0,2024-02-19,Placement Commission
1208,1477,college,0,9418.65,2024-10-30,Listing Fee
1209,1478,college,77,150000.0,2023-07-30,Subscription Revenue
1210,1479,college,0,31861.14,2025-05-23,Premium Feature
1211,1480,college,60,93280.0,2026-05-19,Placement Commission
1212,1481,college,92,45680.0,2025-07-26,Placement Commission
1213,1483,college,11,25000.0,2025-05-10,Subscription Revenue
1214,1484,college,29,25000.0,2024-07-30,Subscription Revenue
1215,1486,college,11,25280.0,2024-09-08,Placement Commission
1216,1488,college,94,78480.0,2024-07-02,Placement Commission
1217,1489,college,0,33040.56,2024-07-16,Listing Fee
1218,1490,college,91,61200.0,2023-11-06,Placement Commission
1219,1491,college,13,100000.0,2026-04-19,Subscription Revenue
1220,1492,college,2,50000.0,2024-09-11,Subscription Revenue
1221,1494,college,0,40273.6,2024-06-20,Listing Fee
1222,1495,college,32,85520.0,2025-04-03,Placement Commission
1223,1496,college,0,58272.06,2024-06-19,Premium Feature
1224,1499,college,44,33760.0,2023-11-22,Placement Commission
1225,1500,college,41,150000.0,2023-10-25,Subscription Revenue
1226,1501,college,0,15288.22,2024-09-27,Premium Feature
1227,1502,college,91,25000.0,2025-11-22,Subscription Revenue
1228,1503,college,0,65527.41,2025-01-12,Premium Feature
1229,1504,college,7,54400.0,2025-02-09,Placement Commission
1230,1506,college,30,150000.0,2024-01-29,Subscription Revenue
1231,1508,college,26,26160.0,2026-06-05,Placement Commission
1232,1509,college,15,25280.0,2024-11-28,Placement Commission
1233,1510,college,12,25000.0,2024-05-02,Subscription Revenue
1234,1511,college,0,58928.48,2024-08-01,Listing Fee
1235,1512,college,47,56000.0,2025-10-26,Placement Commission
1236,1513,college,0,65772.69,2024-11-26,Premium Feature
1237,1515,college,0,20890.1,2023-06-12,Listing Fee
1238,1518,college,0,39217.26,2023-10-25,Listing Fee
1239,1519,college,0,6050.62,2025-09-16,Premium Feature
1240,1520,college,30,150000.0,2023-09-05,Subscription Revenue
1241,1521,college,37,59360.0,2025-07-12,Placement Commission
1242,1523,college,83,42960.0,2025-10-07,Placement Commission
1243,1524,college,33,50000.0,2026-04-14,Subscription Revenue
1244,1526,college,31,25000.0,2024-12-26,Subscription Revenue
1245,1528,college,0,53789.82,2024-01-20,Listing Fee
1246,1529,college,45,83040.0,2026-06-12,Placement Commission
1247,1530,college,88,29680.0,2025-04-05,Placement Commission
1248,1531,college,31,150000.0,2023-07-08,Subscription Revenue
1249,1532,college,0,63999.75,2025-08-29,Listing Fee
1250,1533,college,0,5325.27,2026-01-05,Listing Fee
1251,1534,college,0,72270.38,2024-02-18,Premium Feature
1252,1535,college,0,59913.94,2025-06-17,Listing Fee
1253,1536,college,67,32400.0,2025-05-22,Placement Commission
1254,1537,college,0,55697.49,2024-10-29,Premium Feature
1255,1538,college,69,91760.0,2026-03-18,Placement Commission
1256,1539,college,45,46080.0,2026-01-12,Placement Commission
1257,1540,college,48,100000.0,2023-10-22,Subscription Revenue
1258,1541,college,0,55744.75,2023-06-01,Premium Feature
1259,1542,college,76,30400.0,2024-04-24,Placement Commission
1260,1543,college,100,48720.0,2025-09-06,Placement Commission
1261,1544,college,86,50000.0,2026-06-15,Subscription Revenue
1262,1545,college,0,36056.51,2023-12-28,Premium Feature
1263,1546,college,0,56463.94,2025-06-04,Listing Fee
1264,1547,college,0,28016.69,2026-04-19,Premium Feature
1265,1548,college,0,16189.87,2023-08-14,Premium Feature
1266,1549,college,0,57320.36,2024-05-28,Premium Feature
1267,1552,college,1,90240.0,2023-10-08,Placement Commission
1268,1553,college,88,150000.0,2025-02-08,Subscription Revenue
1269,1554,college,23,100000.0,2025-06-12,Subscription Revenue
1270,1555,college,69,50000.0,2025-07-11,Subscription Revenue
1271,1556,college,0,21686.96,2024-04-19,Listing Fee
1272,1557,college,0,69721.15,2026-05-14,Listing Fee
1273,1558,college,39,28320.0,2024-01-20,Placement Commission
1274,1560,college,41,50000.0,2025-08-06,Subscription Revenue
1275,1561,college,80,25000.0,2024-03-16,Subscription Revenue
1276,1563,college,47,42240.0,2026-06-01,Placement Commission
1277,1564,college,39,55920.0,2024-12-18,Placement Commission
1278,1565,college,66,104080.0,2024-09-19,Placement Commission
1279,1566,college,78,77680.0,2025-11-25,Placement Commission
1280,1567,college,0,53009.04,2024-09-30,Listing Fee
1281,1568,college,58,52880.0,2024-09-01,Placement Commission
1282,1569,college,45,42800.0,2025-09-21,Placement Commission
1283,1570,college,7,86800.0,2025-09-21,Placement Commission
1284,1571,college,62,50000.0,2024-04-18,Subscription Revenue
