payment_id,college_id,company_id,amount,payment_date,payment_type,status
1037,,105.0,56771.76,2024-01-25,Job-Posting Fee,Success
1038,,244.0,67249.8,2023-09-06,Premium Listing,Success
1039,40.0,223.0,47760.0,2026-01-30,Placement Fee,Pending
1040,43.0,809.0,22880.0,2025-06-07,Placement Fee,Success
1041,49.0,,100000.0,2024-08-13,Subscription,Success
1042,59.0,,25000.0,2024-04-26,Subscription,Success
1043,98.0,74.0,29120.0,2025-04-04,Placement Fee,Success
1044,37.0,,100000.0,2026-03-06,Subscription,Success
1045,,733.0,62396.21,2025-05-01,Premium Listing,Success
1046,36.0,,50000.0,2024-08-12,Subscription,Success
1047,,915.0,26721.56,2024-01-02,Premium Listing,Success
1048,,31.0,56015.54,2026-03-26,Premium Listing,Success
1049,14.0,814.0,90080.0,2025-02-13,Placement Fee,Success
1050,52.0,789.0,21760.0,2024-08-10,Placement Fee,Success
1051,,708.0,10881.97,2026-01-03,Premium Listing,Pending
1052,16.0,934.0,136480.0,2025-06-15,Placement Fee,Success
1053,87.0,846.0,77280.0,2023-08-05,Placement Fee,Success
1054,17.0,823.0,50960.0,2025-12-29,Placement Fee,Failed
1055,45.0,,100000.0,2023-11-01,Subscription,Success
1056,77.0,619.0,110160.0,2024-03-02,Placement Fee,Success
1057,,871.0,18715.29,2024-08-12,Premium Listing,Success
1058,99.0,502.0,47680.0,2026-03-01,Placement Fee,Failed
1059,4.0,976.0,41680.0,2024-06-15,Placement Fee,Failed
1060,,753.0,45994.5,2023-06-03,Premium Listing,Success
1061,,721.0,42992.82,2026-04-15,Premium Listing,Success
1062,85.0,256.0,22720.0,2026-02-04,Placement Fee,Success
1063,58.0,451.0,82400.0,2025-06-19,Placement Fee,Success
1064,33.0,750.0,50320.0,2025-07-07,Placement Fee,Success
1065,,931.0,23045.19,2025-04-11,Job-Posting Fee,Success
1066,,780.0,36524.98,2024-01-26,Premium Listing,Failed
1067,99.0,796.0,49120.0,2025-10-10,Placement Fee,Success
1068,21.0,48.0,51360.0,2025-08-27,Placement Fee,Pending
1069,19.0,202.0,97760.0,2025-03-30,Placement Fee,Success
1070,15.0,,50000.0,2025-01-16,Subscription,Success
1071,17.0,,100000.0,2025-11-14,Subscription,Success
1072,77.0,9.0,44240.0,2025-01-17,Placement Fee,Success
1073,90.0,571.0,52320.0,2024-01-12,Placement Fee,Failed
1074,4.0,,50000.0,2024-03-01,Subscription,Success
1075,,744.0,8326.21,2025-10-15,Job-Posting Fee,Success
1076,,139.0,50933.1,2026-06-26,Job-Posting Fee,Success
1077,67.0,,25000.0,2026-03-04,Subscription,Success
1078,64.0,,100000.0,2023-06-05,Subscription,Success
1079,65.0,891.0,31280.0,2025-04-30,Placement Fee,Success
1080,67.0,,150000.0,2026-04-26,Subscription,Success
1081,43.0,,50000.0,2025-02-20,Subscription,Success
1082,69.0,612.0,29520.0,2025-03-24,Placement Fee,Success
1083,,77.0,63533.03,2026-04-07,Job-Posting Fee,Success
1084,,833.0,16822.01,2024-04-29,Job-Posting Fee,Success
1085,75.0,986.0,40400.0,2024-04-16,Placement Fee,Success
1086,,142.0,64883.36,2024-10-17,Job-Posting Fee,Success
1087,,341.0,35722.07,2023-06-17,Job-Posting Fee,Success
1088,49.0,,100000.0,2025-01-01,Subscription,Success
1089,6.0,,50000.0,2024-08-19,Subscription,Success
1090,,861.0,64447.52,2025-05-04,Premium Listing,Success
1091,,412.0,39490.75,2024-03-29,Premium Listing,Success
1092,,838.0,14779.71,2023-11-18,Job-Posting Fee,Success
1093,,58.0,25814.85,2024-07-08,Job-Posting Fee,Success
1094,35.0,666.0,31040.0,2025-08-24,Placement Fee,Success
1095,68.0,,100000.0,2025-08-16,Subscription,Success
1096,,930.0,8150.75,2025-06-07,Job-Posting Fee,Success
1097,92.0,749.0,39360.0,2024-04-27,Placement Fee,Success
1098,20.0,,150000.0,2025-08-23,Subscription,Success
1099,,606.0,30526.97,2026-01-09,Job-Posting Fee,Failed
1100,,407.0,29509.63,2025-04-26,Job-Posting Fee,Success
1101,31.0,408.0,36240.0,2024-10-26,Placement Fee,Success
1102,57.0,664.0,51600.0,2026-04-10,Placement Fee,Success
1103,,158.0,32572.53,2024-08-10,Premium Listing,Refunded
1104,,409.0,31321.87,2026-01-14,Premium Listing,Success
1105,23.0,,150000.0,2026-04-21,Subscription,Success
1106,,189.0,53149.47,2026-04-29,Job-Posting Fee,Success
1107,,473.0,56945.86,2024-10-21,Premium Listing,Refunded
1108,60.0,,100000.0,2025-04-23,Subscription,Success
1109,45.0,460.0,70080.0,2024-08-27,Placement Fee,Success
1110,,153.0,28046.21,2025-07-15,Job-Posting Fee,Success
1111,38.0,416.0,50640.0,2024-02-23,Placement Fee,Pending
1112,59.0,216.0,57760.0,2025-07-06,Placement Fee,Success
1113,,694.0,36737.94,2023-11-10,Premium Listing,Pending
1114,2.0,881.0,75120.0,2024-03-29,Placement Fee,Success
1115,86.0,966.0,26800.0,2024-06-03,Placement Fee,Success
1116,23.0,,25000.0,2023-11-29,Subscription,Failed
1117,99.0,,150000.0,2024-05-26,Subscription,Success
1118,33.0,824.0,32480.0,2026-01-12,Placement Fee,Success
1119,81.0,236.0,55680.0,2026-06-30,Placement Fee,Success
1120,75.0,269.0,48960.0,2025-07-28,Placement Fee,Success
1121,,679.0,35215.65,2023-12-07,Job-Posting Fee,Success
1122,,178.0,72224.4,2024-09-21,Job-Posting Fee,Success
1123,19.0,1.0,31680.0,2024-06-16,Placement Fee,Success
1124,,464.0,26725.39,2023-09-11,Premium Listing,Success
1125,97.0,610.0,35680.0,2025-06-06,Placement Fee,Success
1126,,893.0,45269.66,2026-02-12,Premium Listing,Success
1127,,988.0,36131.7,2025-01-12,Premium Listing,Failed
1128,51.0,,150000.0,2023-08-12,Subscription,Failed
1129,74.0,416.0,83200.0,2025-10-16,Placement Fee,Success
1130,,742.0,60807.05,2023-08-30,Job-Posting Fee,Pending
1131,51.0,,50000.0,2026-03-26,Subscription,Success
1132,58.0,622.0,33440.0,2023-12-18,Placement Fee,Success
1133,92.0,,50000.0,2023-11-22,Subscription,Success
1134,59.0,564.0,45040.0,2024-05-04,Placement Fee,Success
1135,,338.0,23864.35,2024-04-21,Premium Listing,Failed
1136,16.0,60.0,51440.0,2025-04-07,Placement Fee,Success
1137,50.0,785.0,38080.0,2025-08-22,Placement Fee,Success
1138,34.0,118.0,67600.0,2026-02-27,Placement Fee,Success
1139,,210.0,15087.35,2025-01-13,Premium Listing,Success
1140,75.0,,150000.0,2024-12-03,Subscription,Refunded
1141,,493.0,20469.9,2024-06-02,Job-Posting Fee,Success
1142,54.0,395.0,24880.0,2025-03-08,Placement Fee,Success
1143,88.0,773.0,41360.0,2025-08-01,Placement Fee,Success
1144,92.0,,50000.0,2025-02-09,Subscription,Success
1145,92.0,840.0,43840.0,2025-05-18,Placement Fee,Success
1146,,155.0,51534.34,2025-04-27,Job-Posting Fee,Success
1147,,619.0,31937.51,2023-10-27,Job-Posting Fee,Success
1148,3.0,366.0,39920.0,2025-02-09,Placement Fee,Success
1149,91.0,341.0,56800.0,2026-01-27,Placement Fee,Success
1150,28.0,,50000.0,2023-10-13,Subscription,Refunded
1151,83.0,,50000.0,2025-09-15,Subscription,Success
1152,,851.0,22390.09,2024-05-03,Job-Posting Fee,Success
1153,,786.0,18485.33,2023-08-20,Job-Posting Fee,Success
1154,33.0,,100000.0,2025-10-29,Subscription,Success
1155,49.0,,100000.0,2024-08-17,Subscription,Success
1156,59.0,,50000.0,2025-05-21,Subscription,Pending
1157,,273.0,55111.81,2025-07-11,Premium Listing,Success
1158,51.0,438.0,45760.0,2026-06-07,Placement Fee,Success
1159,22.0,740.0,48240.0,2024-09-17,Placement Fee,Success
1160,,396.0,31520.83,2025-10-30,Premium Listing,Success
1161,97.0,804.0,79200.0,2026-06-30,Placement Fee,Success
1162,,501.0,38788.65,2026-05-22,Job-Posting Fee,Success
1163,69.0,204.0,44640.0,2026-04-20,Placement Fee,Success
1164,57.0,,50000.0,2025-11-30,Subscription,Success
1165,,92.0,10266.47,2025-01-02,Job-Posting Fee,Failed
1166,20.0,,100000.0,2024-04-10,Subscription,Success
1167,,884.0,11765.99,2024-01-08,Job-Posting Fee,Success
1168,,636.0,48022.7,2023-06-07,Premium Listing,Success
1169,44.0,4.0,26320.0,2026-03-02,Placement Fee,Success
1170,,429.0,23333.47,2024-01-07,Premium Listing,Success
1171,65.0,401.0,29840.0,2025-10-28,Placement Fee,Success
1172,6.0,6.0,38560.0,2023-11-12,Placement Fee,Success
1173,39.0,,25000.0,2024-12-21,Subscription,Success
1174,84.0,,100000.0,2023-08-25,Subscription,Success
1175,5.0,246.0,46080.0,2023-08-21,Placement Fee,Success
1176,85.0,522.0,46240.0,2024-10-16,Placement Fee,Failed
1177,56.0,568.0,40880.0,2023-10-14,Placement Fee,Success
1178,64.0,,100000.0,2025-07-24,Subscription,Success
1179,76.0,603.0,78720.0,2025-06-27,Placement Fee,Success
1180,,9.0,53293.3,2024-01-16,Premium Listing,Success
1181,16.0,,50000.0,2024-02-11,Subscription,Success
1182,77.0,9.0,44240.0,2025-01-07,Placement Fee,Success
1183,60.0,838.0,83040.0,2025-04-18,Placement Fee,Success
1184,34.0,,150000.0,2023-06-06,Subscription,Success
1185,,6.0,33104.17,2026-03-22,Premium Listing,Failed
1186,45.0,921.0,59120.0,2026-01-18,Placement Fee,Success
1187,,736.0,62651.84,2023-11-06,Job-Posting Fee,Pending
1188,75.0,,100000.0,2024-07-17,Subscription,Success
1189,98.0,,50000.0,2025-11-20,Subscription,Success
1190,67.0,,150000.0,2025-06-06,Subscription,Failed
1191,36.0,896.0,94240.0,2024-04-18,Placement Fee,Success
1192,,395.0,50751.62,2024-11-14,Job-Posting Fee,Success
1193,,241.0,61575.05,2024-06-18,Premium Listing,Failed
1194,,354.0,55079.32,2024-09-13,Premium Listing,Success
1195,61.0,,100000.0,2024-06-17,Subscription,Success
1196,100.0,874.0,58400.0,2025-03-15,Placement Fee,Success
1197,69.0,264.0,23280.0,2023-11-16,Placement Fee,Success
1198,,92.0,38099.97,2024-11-07,Job-Posting Fee,Success
1199,91.0,438.0,21360.0,2025-07-16,Placement Fee,Success
1200,38.0,,150000.0,2025-01-04,Subscription,Success
1201,6.0,394.0,55280.0,2024-01-02,Placement Fee,Failed
1202,,225.0,72667.91,2023-07-03,Job-Posting Fee,Pending
1203,,426.0,27333.4,2026-02-04,Premium Listing,Pending
1204,60.0,679.0,85200.0,2023-11-08,Placement Fee,Success
1205,11.0,,150000.0,2025-03-22,Subscription,Success
1206,,586.0,16320.88,2024-02-24,Premium Listing,Success
1207,10.0,,100000.0,2024-12-20,Subscription,Success
1208,69.0,432.0,46640.0,2024-06-20,Placement Fee,Success
1209,39.0,394.0,39280.0,2025-02-22,Placement Fee,Success
1210,,790.0,47179.99,2025-05-11,Job-Posting Fee,Success
1211,,674.0,39004.01,2024-07-09,Premium Listing,Success
1212,,92.0,44461.74,2023-07-17,Job-Posting Fee,Success
1213,12.0,754.0,84800.0,2024-10-06,Placement Fee,Success
1214,100.0,,150000.0,2026-06-23,Subscription,Success
1215,,566.0,53905.19,2024-07-09,Premium Listing,Success
1216,52.0,,25000.0,2023-09-23,Subscription,Success
1217,,114.0,35565.24,2023-07-16,Premium Listing,Success
1218,21.0,,50000.0,2024-08-29,Subscription,Refunded
1219,25.0,,25000.0,2023-12-24,Subscription,Success
1220,,897.0,11075.26,2025-07-06,Premium Listing,Success
1221,,389.0,69571.66,2026-01-28,Job-Posting Fee,Success
1222,,345.0,21017.1,2023-11-26,Premium Listing,Success
1223,74.0,,150000.0,2023-06-13,Subscription,Success
1224,96.0,,50000.0,2024-07-29,Subscription,Pending
1225,,344.0,57364.96,2026-04-26,Premium Listing,Success
1226,86.0,582.0,96880.0,2026-03-28,Placement Fee,Success
1227,12.0,774.0,38880.0,2023-12-27,Placement Fee,Success
1228,3.0,,100000.0,2024-12-04,Subscription,Success
1229,45.0,,150000.0,2024-08-25,Subscription,Success
1230,81.0,,50000.0,2025-08-27,Subscription,Success
1231,85.0,722.0,41040.0,2023-10-14,Placement Fee,Success
1232,,162.0,41125.44,2025-02-06,Premium Listing,Success
1233,100.0,672.0,41600.0,2024-08-31,Placement Fee,Success
1234,1.0,,150000.0,2024-06-26,Subscription,Success
1235,,820.0,40327.93,2023-07-17,Job-Posting Fee,Success
1236,,191.0,7986.05,2025-05-11,Premium Listing,Pending
1237,10.0,203.0,37920.0,2025-05-04,Placement Fee,Success
1238,56.0,798.0,74400.0,2026-04-05,Placement Fee,Success
1239,12.0,,25000.0,2024-03-10,Subscription,Pending
1240,54.0,787.0,58160.0,2026-06-19,Placement Fee,Success
1241,58.0,,50000.0,2023-12-02,Subscription,Pending
1242,11.0,496.0,56320.0,2024-05-16,Placement Fee,Pending
1243,5.0,505.0,46400.0,2024-08-29,Placement Fee,Success
1244,88.0,,100000.0,2023-09-12,Subscription,Success
1245,16.0,220.0,35760.0,2024-01-31,Placement Fee,Failed
1246,,540.0,32306.86,2025-07-04,Job-Posting Fee,Success
1247,19.0,427.0,68560.0,2023-11-16,Placement Fee,Pending
1248,95.0,,25000.0,2024-11-02,Subscription,Success
1249,25.0,,50000.0,2024-01-21,Subscription,Success
1250,20.0,,150000.0,2026-01-08,Subscription,Success
1251,,982.0,19095.04,2025-10-14,Job-Posting Fee,Success
1252,7.0,936.0,35520.0,2025-02-25,Placement Fee,Failed
1253,44.0,,150000.0,2023-12-04,Subscription,Success
1254,,915.0,29391.2,2025-09-25,Job-Posting Fee,Success
1255,83.0,858.0,85040.0,2023-12-22,Placement Fee,Success
1256,35.0,409.0,23760.0,2025-06-20,Placement Fee,Success
1257,29.0,514.0,47360.0,2025-04-15,Placement Fee,Failed
1258,20.0,,25000.0,2025-07-17,Subscription,Success
1259,32.0,441.0,74320.0,2026-03-22,Placement Fee,Pending
1260,49.0,,25000.0,2025-03-01,Subscription,Success
1261,11.0,968.0,81280.0,2024-02-09,Placement Fee,Success
1262,37.0,,50000.0,2024-08-05,Subscription,Success
1263,,5.0,74300.66,2024-09-11,Premium Listing,Failed
1264,75.0,622.0,69760.0,2025-10-07,Placement Fee,Success
1265,62.0,59.0,58000.0,2025-12-22,Placement Fee,Pending
1266,,134.0,7809.07,2024-07-05,Job-Posting Fee,Success
1267,,969.0,42514.43,2024-03-01,Job-Posting Fee,Success
1268,10.0,,25000.0,2023-12-03,Subscription,Success
1269,,552.0,38848.22,2025-11-15,Premium Listing,Refunded
1270,64.0,135.0,75040.0,2023-11-14,Placement Fee,Success
1271,,193.0,68071.27,2024-01-23,Job-Posting Fee,Success
1272,73.0,,25000.0,2026-02-03,Subscription,Success
1273,7.0,,100000.0,2025-05-13,Subscription,Success
1274,10.0,,150000.0,2024-06-01,Subscription,Success
1275,86.0,,50000.0,2024-12-31,Subscription,Success
1276,,21.0,43640.81,2023-08-13,Premium Listing,Success
1277,6.0,,100000.0,2025-12-28,Subscription,Success
1278,,459.0,18560.17,2023-09-05,Job-Posting Fee,Success
1279,29.0,,25000.0,2023-10-17,Subscription,Failed
1280,87.0,651.0,71360.0,2023-09-22,Placement Fee,Success
1281,,283.0,45100.71,2025-12-22,Premium Listing,Success
1282,11.0,465.0,75360.0,2026-04-12,Placement Fee,Success
1283,,220.0,57422.29,2025-05-22,Job-Posting Fee,Success
1284,,718.0,24812.74,2024-11-25,Premium Listing,Success
1285,87.0,304.0,72640.0,2023-09-28,Placement Fee,Success
1286,44.0,183.0,85040.0,2026-02-10,Placement Fee,Success
1287,47.0,430.0,27680.0,2026-05-15,Placement Fee,Pending
1288,1.0,,100000.0,2025-12-13,Subscription,Success
1289,79.0,884.0,27280.0,2025-05-05,Placement Fee,Success
1290,,649.0,52681.84,2024-04-30,Premium Listing,Success
1291,,890.0,68888.05,2024-04-04,Job-Posting Fee,Success
1292,39.0,822.0,30720.0,2025-04-28,Placement Fee,Failed
1293,47.0,347.0,56720.0,2026-04-11,Placement Fee,Pending
1294,,645.0,45095.87,2024-12-10,Job-Posting Fee,Success
1295,89.0,896.0,37840.0,2026-04-26,Placement Fee,Success
1296,92.0,,100000.0,2025-04-12,Subscription,Failed
1297,99.0,,25000.0,2024-12-27,Subscription,Success
1298,29.0,,150000.0,2025-01-30,Subscription,Success
1299,29.0,434.0,64080.0,2025-01-15,Placement Fee,Success
1300,,743.0,68538.27,2025-11-06,Job-Posting Fee,Success
1301,,856.0,59260.55,2024-04-24,Job-Posting Fee,Success
1302,44.0,37.0,33760.0,2023-11-17,Placement Fee,Success
1303,16.0,142.0,49760.0,2026-03-22,Placement Fee,Success
1304,,800.0,62755.53,2026-06-19,Job-Posting Fee,Success
1305,63.0,,25000.0,2025-04-03,Subscription,Success
1306,,830.0,72198.91,2026-03-09,Premium Listing,Success
1307,,950.0,14184.33,2025-11-13,Job-Posting Fee,Success
1308,33.0,981.0,48640.0,2025-06-13,Placement Fee,Success
1309,,564.0,17618.85,2025-10-02,Job-Posting Fee,Success
1310,84.0,566.0,75520.0,2025-06-09,Placement Fee,Success
1311,91.0,590.0,127280.0,2024-06-29,Placement Fee,Success
1312,20.0,,150000.0,2023-12-16,Subscription,Success
1313,,311.0,31856.19,2024-05-01,Premium Listing,Success
1314,,967.0,38470.96,2025-05-25,Premium Listing,Pending
1315,17.0,471.0,30640.0,2025-09-18,Placement Fee,Failed
1316,23.0,,100000.0,2023-07-04,Subscription,Success
1317,32.0,351.0,36480.0,2024-02-22,Placement Fee,Success
1318,3.0,,50000.0,2024-08-24,Subscription,Success
1319,62.0,948.0,80480.0,2026-06-30,Placement Fee,Success
1320,64.0,,25000.0,2023-09-11,Subscription,Success
1321,5.0,479.0,102080.0,2026-06-30,Placement Fee,Failed
1322,65.0,177.0,100240.0,2024-07-19,Placement Fee,Success
1323,,854.0,5457.97,2025-12-09,Job-Posting Fee,Success
1324,41.0,409.0,26960.0,2025-06-05,Placement Fee,Failed
1325,75.0,251.0,51440.0,2025-04-13,Placement Fee,Success
1326,23.0,,25000.0,2024-07-08,Subscription,Pending
1327,14.0,684.0,73360.0,2026-04-30,Placement Fee,Pending
1328,3.0,192.0,73680.0,2024-12-30,Placement Fee,Success
1329,71.0,647.0,147840.0,2024-03-18,Placement Fee,Failed
1330,98.0,,100000.0,2023-10-19,Subscription,Pending
1331,80.0,808.0,88880.0,2024-09-09,Placement Fee,Success
1332,49.0,,150000.0,2024-05-27,Subscription,Success
1333,50.0,119.0,114160.0,2026-03-12,Placement Fee,Success
1334,74.0,627.0,100000.0,2023-10-11,Placement Fee,Success
1335,59.0,564.0,45040.0,2024-05-20,Placement Fee,Pending
1336,,418.0,30941.29,2026-06-04,Premium Listing,Success
1337,,988.0,23574.84,2023-08-04,Job-Posting Fee,Success
1338,85.0,947.0,67680.0,2024-10-24,Placement Fee,Success
1339,,724.0,74949.11,2025-10-29,Job-Posting Fee,Success
1340,75.0,,50000.0,2023-12-24,Subscription,Success
1341,50.0,,100000.0,2026-04-11,Subscription,Success
1342,20.0,,150000.0,2025-11-27,Subscription,Success
1343,,344.0,19098.58,2026-05-30,Premium Listing,Refunded
1344,,600.0,50826.86,2024-01-30,Job-Posting Fee,Success
1345,57.0,,50000.0,2025-01-15,Subscription,Success
1346,60.0,749.0,59680.0,2026-06-09,Placement Fee,Success
1347,69.0,414.0,94960.0,2025-03-11,Placement Fee,Failed
1348,,106.0,39631.98,2025-10-12,Job-Posting Fee,Success
1349,,264.0,52070.7,2026-01-22,Premium Listing,Success
1350,1.0,,25000.0,2024-01-30,Subscription,Success
1351,28.0,,25000.0,2024-07-18,Subscription,Success
1352,39.0,660.0,39520.0,2026-04-25,Placement Fee,Success
1353,,452.0,26328.59,2023-07-08,Job-Posting Fee,Success
1354,,436.0,24960.06,2023-10-14,Premium Listing,Success
1355,,35.0,19810.96,2023-11-20,Job-Posting Fee,Failed
1356,,916.0,10855.9,2025-01-27,Job-Posting Fee,Success
1357,30.0,596.0,38960.0,2025-01-28,Placement Fee,Failed
1358,,699.0,19391.55,2024-01-20,Job-Posting Fee,Success
1359,85.0,,100000.0,2024-10-26,Subscription,Success
1360,29.0,,50000.0,2024-02-09,Subscription,Success
1361,17.0,,50000.0,2024-05-23,Subscription,Success
1362,13.0,,150000.0,2025-07-09,Subscription,Success
1363,,124.0,29305.08,2023-06-25,Premium Listing,Success
1364,29.0,378.0,29760.0,2025-11-27,Placement Fee,Success
1365,89.0,,150000.0,2026-05-05,Subscription,Success
1366,33.0,,50000.0,2024-03-06,Subscription,Success
1367,75.0,630.0,31520.0,2024-07-31,Placement Fee,Success
1368,63.0,232.0,64640.0,2025-08-03,Placement Fee,Success
1369,,129.0,51240.12,2025-09-18,Premium Listing,Pending
1370,96.0,,150000.0,2023-07-07,Subscription,Success
1371,,260.0,57433.47,2026-03-27,Job-Posting Fee,Success
1372,56.0,,100000.0,2024-08-28,Subscription,Success
1373,86.0,674.0,31680.0,2025-08-02,Placement Fee,Success
1374,,136.0,45057.58,2026-03-18,Job-Posting Fee,Success
1375,73.0,594.0,48800.0,2026-05-25,Placement Fee,Success
1376,,13.0,22598.77,2026-02-10,Premium Listing,Success
1377,82.0,,50000.0,2026-02-25,Subscription,Success
1378,,317.0,13545.45,2025-08-26,Job-Posting Fee,Success
1379,27.0,757.0,51920.0,2023-10-10,Placement Fee,Success
1380,,749.0,26285.45,2024-05-25,Job-Posting Fee,Success
1381,22.0,,50000.0,2025-06-03,Subscription,Success
1382,42.0,173.0,66880.0,2024-03-26,Placement Fee,Success
1383,24.0,163.0,61280.0,2025-04-01,Placement Fee,Success
1384,,713.0,72776.27,2024-01-19,Job-Posting Fee,Success
1385,25.0,573.0,69920.0,2023-07-12,Placement Fee,Success
1386,,833.0,41062.26,2023-08-29,Job-Posting Fee,Pending
1387,54.0,952.0,57440.0,2025-01-03,Placement Fee,Pending
1388,1.0,,25000.0,2025-05-03,Subscription,Failed
1389,62.0,507.0,19120.0,2026-04-15,Placement Fee,Success
1390,98.0,436.0,42960.0,2025-06-30,Placement Fee,Success
1391,55.0,,25000.0,2023-07-01,Subscription,Success
1392,55.0,,50000.0,2025-01-29,Subscription,Success
1393,,683.0,13214.5,2026-02-15,Job-Posting Fee,Success
1394,79.0,787.0,73920.0,2026-06-01,Placement Fee,Refunded
1395,92.0,874.0,77360.0,2025-10-10,Placement Fee,Success
1396,23.0,,25000.0,2025-10-02,Subscription,Pending
1397,,255.0,30197.69,2024-05-03,Premium Listing,Success
1398,85.0,583.0,48480.0,2024-02-20,Placement Fee,Success
1399,,981.0,70589.49,2024-10-07,Job-Posting Fee,Success
1400,60.0,,50000.0,2024-09-26,Subscription,Failed
1401,25.0,,25000.0,2024-07-28,Subscription,Success
1402,81.0,,150000.0,2023-08-22,Subscription,Success
1403,31.0,,150000.0,2024-10-21,Subscription,Success
1404,,10.0,51025.82,2025-11-19,Premium Listing,Pending
1405,,633.0,67256.96,2025-06-13,Job-Posting Fee,Success
1406,52.0,392.0,130400.0,2026-03-14,Placement Fee,Failed
1407,13.0,293.0,63040.0,2025-06-04,Placement Fee,Success
1408,,235.0,25902.54,2024-03-02,Job-Posting Fee,Success
1409,71.0,366.0,30480.0,2025-04-21,Placement Fee,Refunded
1410,58.0,654.0,22000.0,2024-04-03,Placement Fee,Success
1411,,130.0,11599.08,2023-07-03,Premium Listing,Success
1412,,743.0,65305.47,2024-10-20,Premium Listing,Success
1413,85.0,583.0,48480.0,2024-02-23,Placement Fee,Success
1414,17.0,656.0,33840.0,2023-11-13,Placement Fee,Success
1415,31.0,138.0,76000.0,2026-02-17,Placement Fee,Success
1416,28.0,40.0,53600.0,2025-12-25,Placement Fee,Pending
1417,,509.0,47284.84,2023-12-30,Job-Posting Fee,Success
1418,,107.0,68477.76,2024-04-14,Job-Posting Fee,Success
1419,,791.0,7587.43,2025-05-31,Job-Posting Fee,Success
1420,,420.0,54188.58,2023-10-15,Premium Listing,Success
1421,,589.0,7677.05,2025-02-08,Job-Posting Fee,Success
1422,,397.0,45248.25,2024-09-22,Premium Listing,Success
1423,76.0,530.0,46640.0,2026-01-19,Placement Fee,Success
1424,,310.0,37611.85,2026-03-29,Job-Posting Fee,Success
1425,,580.0,23086.58,2024-10-14,Premium Listing,Success
1426,53.0,639.0,47440.0,2023-11-26,Placement Fee,Refunded
1427,25.0,340.0,27520.0,2025-02-14,Placement Fee,Success
1428,,864.0,11745.88,2024-01-29,Job-Posting Fee,Success
1429,,905.0,40063.42,2025-04-01,Job-Posting Fee,Success
1430,38.0,756.0,101760.0,2025-06-25,Placement Fee,Refunded
1431,,924.0,10813.06,2023-08-05,Job-Posting Fee,Success
1432,60.0,65.0,53760.0,2025-01-01,Placement Fee,Success
1433,,535.0,14772.01,2023-08-20,Premium Listing,Success
1434,19.0,,25000.0,2023-08-10,Subscription,Success
1435,30.0,584.0,98320.0,2024-11-18,Placement Fee,Pending
1436,41.0,376.0,19520.0,2023-09-24,Placement Fee,Success
1437,62.0,507.0,19120.0,2026-03-24,Placement Fee,Pending
1438,,440.0,30708.0,2026-02-07,Job-Posting Fee,Success
1439,5.0,,150000.0,2025-07-21,Subscription,Success
1440,,435.0,13785.27,2024-12-15,Job-Posting Fee,Success
1441,,793.0,5609.19,2024-03-17,Job-Posting Fee,Success
1442,62.0,837.0,70880.0,2026-06-30,Placement Fee,Success
1443,18.0,,25000.0,2026-05-21,Subscription,Success
1444,27.0,232.0,46800.0,2026-06-23,Placement Fee,Success
1445,7.0,364.0,54080.0,2024-04-30,Placement Fee,Failed
1446,,375.0,19003.0,2023-08-06,Premium Listing,Success
1447,43.0,,100000.0,2026-05-24,Subscription,Success
1448,12.0,,150000.0,2026-06-28,Subscription,Success
1449,,867.0,72205.99,2024-01-12,Premium Listing,Success
1450,46.0,,150000.0,2023-07-29,Subscription,Success
1451,,518.0,48992.46,2026-01-19,Premium Listing,Success
1452,5.0,904.0,44400.0,2024-02-19,Placement Fee,Success
1453,38.0,730.0,37280.0,2026-04-11,Placement Fee,Success
1454,,425.0,36952.61,2026-04-09,Premium Listing,Success
1455,85.0,,50000.0,2025-06-03,Subscription,Success
1456,75.0,,25000.0,2023-07-20,Subscription,Success
1457,,227.0,21034.07,2025-06-29,Job-Posting Fee,Pending
1458,1.0,,25000.0,2025-06-27,Subscription,Success
1459,,422.0,53272.77,2025-05-30,Premium Listing,Success
1460,,461.0,58598.94,2026-04-04,Premium Listing,Success
1461,,807.0,52492.17,2023-09-03,Premium Listing,Success
1462,,409.0,18294.28,2023-12-08,Premium Listing,Success
1463,71.0,583.0,96160.0,2024-07-10,Placement Fee,Success
1464,85.0,,25000.0,2024-03-07,Subscription,Success
1465,,770.0,37076.39,2024-05-20,Premium Listing,Success
1466,,897.0,34951.64,2024-08-24,Job-Posting Fee,Success
1467,30.0,622.0,36000.0,2025-09-18,Placement Fee,Success
1468,,999.0,7572.37,2025-01-24,Job-Posting Fee,Success
1469,13.0,,50000.0,2025-10-21,Subscription,Success
1470,2.0,56.0,88080.0,2024-06-26,Placement Fee,Pending
1471,14.0,,50000.0,2025-09-07,Subscription,Success
1472,83.0,726.0,41040.0,2023-12-31,Placement Fee,Success
1473,,596.0,30677.64,2025-02-07,Job-Posting Fee,Success
1474,53.0,,25000.0,2025-08-14,Subscription,Pending
1475,,22.0,11034.36,2023-10-22,Premium Listing,Success
1476,77.0,1.0,52560.0,2024-02-19,Placement Fee,Success
1477,,867.0,9418.65,2024-10-30,Job-Posting Fee,Success
1478,77.0,,150000.0,2023-07-30,Subscription,Success
1479,,90.0,31861.14,2025-05-23,Premium Listing,Success
1480,60.0,685.0,93280.0,2026-05-19,Placement Fee,Success
1481,92.0,203.0,45680.0,2025-07-26,Placement Fee,Success
