offer_id,application_id,offer_date,package_lpa,status
675,7721,2023-08-22,5.26,Accepted
676,14611,2026-02-12,7.89,Accepted
677,6098,2024-09-29,8.46,Accepted
678,16253,2026-03-19,5.83,Pending
679,12033,2023-08-05,7.06,Accepted
680,16738,2023-12-04,13.47,Accepted
681,16244,2026-05-25,7.82,Accepted
682,6225,2024-10-08,6.81,Declined
683,11628,2024-09-03,5.42,Accepted
684,11883,2026-03-16,4.91,Accepted
685,8584,2025-04-28,5.3,Accepted
686,16886,2026-02-11,3.35,Accepted
687,12865,2024-10-25,5.78,Accepted
688,12510,2024-06-02,4.26,Accepted
689,17331,2025-01-31,9.97,Declined
690,10287,2023-09-28,3.73,Accepted
691,10598,2026-01-26,4.19,Accepted
692,5726,2025-10-03,13.04,Accepted
693,360,2025-10-29,4.98,Expired
694,18927,2024-04-25,3.87,Accepted
695,248,2025-05-17,7.02,Accepted
696,10326,2025-03-23,4.48,Accepted
697,9842,2024-06-05,5.66,Accepted
698,9819,2026-04-12,7.12,Accepted
699,17986,2025-02-19,8.58,Accepted
700,10959,2024-07-24,7.79,Accepted
701,17131,2026-04-03,5.8,Accepted
702,12152,2026-05-14,4.09,Declined
703,17967,2026-04-04,5.61,Accepted
704,5602,2025-06-13,3.74,Declined
705,3388,2023-09-02,10.16,Accepted
706,5633,2024-03-21,6.07,Accepted
707,18788,2026-03-15,7.84,Accepted
708,10091,2025-06-24,6.21,Accepted
709,10085,2025-01-08,6.32,Accepted
710,18520,2026-03-12,4.02,Accepted
711,18669,2024-11-25,4.7,Declined
712,7810,2025-04-28,4.91,Declined
713,7666,2024-08-13,2.77,Accepted
714,3370,2025-01-13,8.29,Accepted
715,13153,2025-11-04,4.64,Declined
716,13720,2024-04-11,8.19,Declined
717,1723,2026-04-03,7.27,Accepted
718,17364,2025-12-23,2.71,Declined
719,12247,2026-01-07,4.04,Accepted
720,9427,2026-04-25,7.71,Accepted
721,1093,2025-12-20,6.63,Accepted
722,18224,2023-10-09,6.85,Accepted
723,14986,2024-05-16,5.14,Accepted
724,5916,2025-06-21,6.96,Accepted
725,11196,2025-07-22,5.7,Expired
726,14237,2023-11-14,10.23,Accepted
727,14100,2025-05-22,5.83,Declined
728,12810,2026-05-20,4.69,Declined
729,2291,2024-04-04,6.1,Accepted
730,15206,2024-06-16,12.47,Expired
731,19879,2023-12-31,5.78,Accepted
732,8674,2025-10-20,9.16,Declined
733,14827,2025-12-30,13.13,Accepted
734,18455,2024-05-15,3.18,Accepted
735,11377,2025-04-13,9.09,Accepted
736,11520,2025-02-13,5.63,Expired
737,14067,2025-05-12,12.33,Accepted
738,19970,2026-06-05,6.03,Accepted
739,19622,2023-10-10,6.46,Accepted
740,2305,2025-12-09,4.89,Pending
741,1431,2023-10-22,3.02,Accepted
742,14130,2024-11-06,4.45,Accepted
743,19772,2025-05-27,2.67,Accepted
744,14637,2023-08-04,5.25,Accepted
745,19743,2024-06-26,9.53,Accepted
746,14305,2025-09-21,6.81,Accepted
747,16465,2025-11-17,7.52,Accepted
748,11320,2026-01-01,6.56,Accepted
749,7121,2025-02-08,8.36,Accepted
750,19255,2025-11-10,8.08,Accepted
751,510,2026-02-18,6.28,Declined
752,4259,2023-11-08,9.98,Expired
753,21,2025-03-24,10.6,Declined
754,8583,2024-09-12,5.78,Declined
755,13249,2026-05-09,8.05,Accepted
756,13540,2026-03-19,6.28,Accepted
757,16484,2025-11-16,6.52,Declined
758,4031,2024-04-24,2.53,Accepted
759,1641,2025-06-25,7.58,Declined
760,12103,2025-12-18,5.22,Accepted
761,3157,2024-07-10,10.1,Declined
762,16664,2024-03-31,3.81,Declined
763,750,2025-07-27,5.37,Accepted
764,8633,2023-07-25,5.74,Accepted
765,4035,2024-03-19,6.89,Expired
766,3539,2023-07-15,11.76,Accepted
767,14765,2025-01-03,3.15,Pending
768,13900,2026-05-18,5.59,Expired
769,8617,2026-04-09,4.23,Pending
770,10160,2025-09-13,5.28,Declined
771,3438,2024-06-15,5.11,Accepted
772,602,2025-01-06,5.86,Accepted
773,3512,2024-10-26,4.43,Declined
774,13954,2025-03-30,4.43,Accepted
775,12263,2023-12-25,4.45,Accepted
776,19323,2025-08-03,3.12,Accepted
777,10193,2023-10-02,18.68,Expired
778,16547,2025-02-28,2.96,Declined
779,13592,2025-03-12,14.21,Declined
780,13981,2024-05-30,7.33,Accepted
781,13321,2024-11-20,13.69,Accepted
782,16255,2024-09-29,4.27,Pending
783,2178,2025-01-11,3.82,Accepted
784,13254,2024-06-22,8.66,Accepted
785,1296,2023-10-24,3.4,Accepted
786,13558,2023-08-10,3.43,Accepted
787,8827,2025-12-26,4.94,Declined
788,13269,2025-06-05,8.14,Accepted
789,9210,2024-08-04,4.22,Accepted
790,3573,2023-11-20,12.35,Accepted
791,16000,2024-07-25,9.48,Accepted
792,8629,2024-02-18,13.48,Accepted
793,19661,2024-12-03,6.43,Expired
794,425,2025-04-14,10.02,Accepted
795,6701,2025-08-06,3.18,Pending
796,14165,2025-01-13,4.5,Accepted
797,13644,2026-04-06,10.84,Accepted
798,15284,2025-02-13,3.71,Accepted
799,17414,2024-05-26,3.93,Accepted
800,8613,2023-12-15,4.86,Accepted
801,7503,2025-08-07,5.95,Accepted
802,18469,2024-09-17,3.75,Accepted
803,6886,2025-06-15,6.27,Accepted
804,8247,2024-06-28,3.67,Pending
805,16972,2025-06-29,6.76,Accepted
806,6926,2025-03-20,8.23,Declined
807,9531,2024-09-08,6.12,Accepted
808,1939,2024-06-02,6.49,Pending
809,5447,2024-08-05,5.6,Accepted
810,2475,2024-01-31,5.38,Accepted
811,5864,2024-05-09,4.66,Accepted
812,5355,2024-02-15,4.61,Accepted
813,4217,2023-11-05,6.4,Expired
814,8640,2026-02-20,5.02,Declined
815,18766,2024-12-23,11.64,Accepted
816,5981,2024-02-19,3.66,Accepted
817,466,2024-08-04,12.19,Accepted
818,11843,2025-02-16,11.27,Accepted
819,10424,2024-01-18,3.74,Declined
820,11163,2023-11-20,9.86,Declined
821,17124,2026-05-22,5.96,Accepted
822,5761,2023-10-14,5.17,Accepted
823,7572,2026-04-18,3.93,Expired
824,8765,2024-05-05,3.41,Accepted
825,14169,2024-12-15,11.79,Accepted
826,3620,2024-03-04,8.54,Pending
827,2975,2024-01-05,9.79,Accepted
828,17149,2023-12-21,4.64,Accepted
829,15273,2023-09-18,7.33,Accepted
830,665,2026-01-21,11.96,Expired
831,13495,2024-12-06,2.97,Accepted
832,18634,2024-06-29,5.44,Accepted
833,19608,2025-07-22,4.59,Accepted
834,14238,2024-08-25,9.91,Accepted
835,9843,2025-01-26,4.62,Accepted
836,15646,2024-07-07,7.05,Accepted
837,4124,2025-11-21,5.05,Accepted
838,19075,2023-10-08,13.91,Accepted
839,15901,2024-11-12,8.23,Accepted
840,17423,2024-04-13,12.57,Accepted
841,577,2025-08-07,9.58,Declined
842,9902,2025-08-07,7.11,Accepted
843,11283,2023-07-13,2.83,Accepted
844,16058,2025-07-01,3.69,Expired
845,17542,2026-02-05,4.5,Accepted
846,435,2025-06-25,3.6,Accepted
847,19906,2024-04-20,6.13,Accepted
848,18576,2025-04-04,7.44,Accepted
849,1992,2025-01-18,6.35,Accepted
850,6347,2024-09-29,6.7,Accepted
851,5439,2026-05-22,6.1,Accepted
852,3666,2024-02-02,3.64,Pending
853,15790,2025-06-18,4.52,Accepted
854,28,2024-12-18,4.55,Expired
855,18733,2025-06-03,4.58,Accepted
856,12017,2024-01-02,8.41,Accepted
857,9348,2025-10-24,2.76,Accepted
858,1216,2025-08-30,6.44,Accepted
859,3965,2025-11-30,5.27,Declined
860,13175,2025-01-27,6.42,Accepted
861,12064,2024-05-28,10.73,Accepted
862,11365,2024-02-10,2.8,Declined
863,10437,2026-03-04,5.04,Accepted
864,4548,2023-10-24,2.85,Pending
865,2320,2026-01-20,2.84,Accepted
866,7517,2023-12-25,5.75,Accepted
867,5538,2025-12-27,9.92,Accepted
868,6063,2024-11-09,9.71,Pending
869,10262,2024-06-09,17.41,Accepted
870,8529,2025-02-05,6.26,Accepted
871,16489,2024-07-29,4.86,Declined
872,1329,2025-06-13,5.72,Accepted
873,6562,2024-04-22,4.71,Accepted
874,18140,2023-08-28,9.92,Accepted
875,17922,2026-05-09,5.88,Accepted
876,5387,2025-05-03,15.81,Accepted
877,19209,2023-09-25,8.67,Pending
878,18153,2023-07-02,2.75,Accepted
879,8571,2025-08-10,3.06,Pending
880,669,2025-09-19,3.58,Accepted
881,8798,2025-09-13,8.94,Accepted
882,4227,2024-03-04,14.9,Accepted
883,14550,2023-11-25,5.69,Accepted
884,13190,2024-10-31,3.49,Accepted
885,8035,2024-12-20,3.27,Accepted
886,3526,2024-06-16,5.16,Declined
887,17097,2025-01-12,3.32,Accepted
888,11667,2026-04-08,9.19,Pending
889,3155,2025-09-27,3.49,Declined
890,12842,2025-08-12,3.26,Declined
891,15497,2025-07-15,6.27,Declined
892,6428,2023-12-24,2.82,Accepted
893,2560,2026-03-03,2.34,Declined
894,14868,2024-10-26,9.21,Accepted
895,12420,2025-05-08,8.37,Accepted
896,10952,2025-09-30,5.4,Accepted
897,8469,2025-07-10,5.17,Declined
898,14346,2025-10-15,3.89,Accepted
899,13177,2025-11-12,6.77,Accepted
900,16095,2025-09-21,10.04,Accepted
901,4221,2024-09-19,4.77,Declined
902,1281,2025-06-23,6.64,Pending
903,10133,2024-10-23,5.17,Accepted
904,12958,2025-01-17,10.19,Pending
905,8116,2025-12-27,4.22,Accepted
906,3699,2024-11-17,4.5,Accepted
907,14406,2025-04-26,3.68,Declined
908,9635,2025-03-11,6.4,Declined
909,16984,2024-11-04,6.36,Accepted
910,2920,2024-02-10,3.46,Pending
911,5554,2025-06-19,5.84,Accepted
912,11613,2026-02-18,8.21,Accepted
913,11366,2024-11-13,7.18,Accepted
914,11308,2026-02-06,9.17,Accepted
915,15455,2025-07-06,3.96,Accepted
916,15105,2025-08-13,6.65,Pending
917,334,2025-11-21,9.39,Accepted
918,3746,2024-08-25,3.95,Accepted
919,5925,2026-02-04,7.89,Accepted
920,11984,2024-08-07,3.41,Pending
921,14111,2025-06-11,6.81,Accepted
922,8172,2026-04-09,6.66,Accepted
923,15422,2026-04-30,11.52,Accepted
924,15537,2025-10-05,12.41,Accepted
925,135,2024-07-02,6.61,Accepted
926,17742,2024-10-04,10.03,Accepted
927,11787,2023-12-16,4.4,Pending
928,15880,2023-08-28,3.38,Accepted
929,5467,2025-10-21,7.58,Declined
930,16116,2025-07-10,6.53,Accepted
931,14315,2026-05-15,3.82,Accepted
932,16554,2024-08-21,3.76,Accepted
933,1731,2026-05-23,4.28,Accepted
934,14753,2024-05-14,3.66,Accepted
935,3959,2025-04-02,3.86,Pending
936,19002,2024-10-07,2.65,Accepted
937,102,2025-04-18,2.75,Pending
938,3473,2024-11-08,5.22,Accepted
939,3687,2024-01-31,3.96,Accepted
940,16836,2023-09-10,10.58,Accepted
941,13564,2025-07-29,11.22,Declined
942,18872,2026-03-05,2.51,Pending
943,9791,2023-07-17,15.03,Pending
944,10063,2026-03-24,3.34,Accepted
945,3799,2025-08-28,3.84,Accepted
946,8140,2023-09-26,6.69,Accepted
947,6628,2025-04-24,9.62,Accepted
948,1444,2025-04-29,2.97,Accepted
949,2969,2026-01-02,5.99,Accepted
950,16280,2023-06-25,6.95,Accepted
951,1195,2026-04-27,5.08,Expired
952,937,2024-05-17,15.6,Accepted
953,8500,2025-03-10,7.03,Accepted
954,12164,2025-01-02,6.34,Accepted
955,16508,2023-12-23,8.86,Accepted
956,8115,2026-01-05,6.23,Accepted
957,2057,2025-11-18,17.8,Accepted
958,5555,2026-02-12,9.61,Accepted
959,14459,2025-02-26,5.33,Accepted
960,10446,2025-12-16,5.45,Declined
961,4339,2024-12-08,7.94,Accepted
962,6248,2024-10-25,3.83,Accepted
963,7327,2023-11-04,5.02,Accepted
964,4573,2024-11-05,5.08,Accepted
965,12166,2025-11-06,4.2,Accepted
966,639,2023-12-12,4.64,Accepted
967,17515,2024-11-28,4.01,Accepted
968,17959,2024-02-23,5.62,Accepted
969,7908,2026-03-04,4.03,Accepted
970,3979,2026-03-06,4.58,Accepted
971,12155,2024-08-05,5.47,Accepted
972,2361,2025-07-07,5.19,Pending
973,2857,2025-04-14,6.25,Accepted
974,3144,2024-10-08,6.32,Accepted
975,3592,2024-06-22,2.76,Accepted
976,11774,2023-09-04,7.89,Expired
977,6030,2025-01-02,8.5,Accepted
978,14060,2025-05-01,6.7,Pending
979,4405,2025-08-04,5.23,Accepted
980,1490,2025-11-21,4.33,Accepted
981,17500,2023-08-19,6.94,Pending
982,17889,2023-11-13,5.69,Pending
983,17669,2025-12-04,7.51,Pending
984,7878,2024-06-22,2.73,Declined
985,17554,2026-03-20,3.02,Accepted
986,399,2025-10-22,5.33,Accepted
987,10680,2024-10-29,9.99,Pending
988,4326,2026-06-12,3.72,Accepted
989,7021,2024-05-05,9.28,Accepted
990,335,2025-01-21,4.35,Accepted
991,12023,2025-09-10,5.3,Expired
992,14858,2025-12-12,5.26,Accepted
993,13012,2025-08-02,7.91,Accepted
994,11998,2024-11-30,4.99,Accepted
995,8586,2023-10-08,7.28,Declined
996,5347,2024-04-03,6.25,Accepted
997,19692,2025-03-27,6.91,Declined
998,3356,2026-05-28,3.77,Accepted
999,10232,2025-07-11,2.95,Accepted
1000,7116,2026-03-02,8.93,Expired
1001,4782,2025-06-08,3.3,Accepted
1002,19281,2025-11-28,8.51,Accepted
1003,16192,2025-05-09,3.8,Accepted
1004,9493,2025-12-12,3.5,Accepted
1005,12713,2025-11-13,10.55,Expired
1006,1077,2025-12-19,10.46,Declined
1007,17955,2023-12-11,3.54,Accepted
1008,2381,2025-02-26,12.39,Accepted
1009,17285,2023-09-04,5.84,Accepted
1010,5551,2024-01-17,15.62,Accepted
1011,17416,2026-01-01,6.94,Accepted
1012,4388,2025-06-03,3.33,Accepted
1013,7048,2024-06-13,14.7,Expired
1014,4070,2025-05-16,7.08,Accepted
1015,6286,2025-05-24,3.78,Accepted
1016,17835,2025-01-23,3.36,Accepted
1017,2247,2025-06-19,5.72,Declined
1018,12725,2024-06-26,4.4,Accepted
1019,8766,2024-03-27,13.02,Accepted
1020,9620,2024-09-01,4.22,Pending
1021,18831,2023-10-08,4.26,Pending
1022,16252,2025-03-15,8.41,Accepted
1023,19876,2025-11-21,3.16,Accepted
1024,14710,2024-08-17,6.73,Accepted
1025,9521,2024-10-11,5.18,Declined
1026,3303,2026-03-15,4.54,Accepted
1027,1656,2023-07-31,4.99,Declined
1028,641,2026-01-01,4.23,Pending
1029,18961,2025-09-02,3.94,Declined
1030,18690,2025-08-30,11.63,Accepted
1031,16823,2025-12-04,9.66,Expired
1032,4882,2026-06-12,7.35,Accepted
1033,6602,2025-05-11,5.6,Expired
1034,537,2025-10-14,12.39,Accepted
1035,5614,2025-12-13,9.89,Accepted
1036,14321,2025-02-27,12.22,Accepted
1037,1480,2024-02-08,5.2,Accepted
1038,8937,2026-02-02,9.3,Accepted
1039,1203,2026-01-29,4.12,Accepted
1040,6847,2025-01-17,3.21,Pending
1041,7754,2025-05-19,4.76,Accepted
1042,3257,2025-11-18,6.91,Declined
1043,17842,2026-01-05,4.46,Accepted
1044,15730,2025-08-26,3.61,Accepted
1045,14866,2025-11-29,2.45,Accepted
1046,6014,2023-07-18,6.45,Accepted
1047,10804,2024-11-12,10.2,Pending
1048,6096,2023-09-18,3.37,Accepted
1049,12410,2025-04-28,8.71,Accepted
1050,3949,2024-01-23,9.0,Accepted
1051,13253,2025-01-11,5.3,Accepted
1052,3064,2025-07-10,6.47,Pending
1053,1289,2024-05-03,7.38,Accepted
1054,13507,2026-01-13,6.7,Accepted
1055,12048,2026-06-06,4.56,Accepted
1056,5935,2024-11-05,8.65,Accepted
1057,19577,2023-10-07,12.5,Accepted
1058,7514,2023-08-13,5.93,Accepted
1059,18035,2024-06-08,4.5,Declined
1060,13910,2023-11-03,6.79,Accepted
1061,12472,2024-09-29,4.87,Expired
1062,13759,2023-10-11,5.02,Declined
1063,7766,2025-03-15,5.78,Accepted
1064,10481,2025-12-05,4.08,Accepted
1065,1115,2024-11-25,5.49,Accepted
1066,964,2024-08-22,5.28,Accepted
1067,765,2024-07-25,6.45,Pending
1068,13949,2023-11-06,3.78,Accepted
1069,19548,2025-01-06,5.75,Expired
1070,12320,2025-10-10,4.5,Accepted
1071,8454,2024-10-14,11.3,Accepted
1072,8576,2025-06-21,8.66,Accepted
1073,13697,2026-04-10,3.94,Accepted
1074,7773,2025-11-03,6.45,Expired
1075,13461,2025-12-07,3.56,Expired
1076,18506,2025-04-03,5.37,Declined
1077,13695,2026-02-13,4.16,Accepted
1078,13979,2024-11-05,4.47,Accepted
1079,17475,2024-05-15,6.73,Accepted
1080,5389,2023-10-26,4.06,Accepted
1081,12879,2025-08-02,3.39,Declined
1082,15798,2025-07-05,3.73,Accepted
1083,10221,2024-11-04,4.27,Accepted
1084,5565,2025-04-19,3.75,Declined
1085,5113,2024-03-21,3.63,Accepted
1086,13692,2024-09-26,3.23,Accepted
1087,16206,2026-03-07,4.6,Declined
1088,13531,2025-01-12,2.7,Accepted
1089,3167,2024-02-18,3.8,Accepted
1090,4731,2024-02-12,7.0,Accepted
1091,2282,2025-06-20,4.81,Accepted
1092,8383,2024-11-25,8.69,Accepted
1093,7889,2024-10-04,4.54,Accepted
1094,3523,2025-08-03,6.03,Accepted
1095,11477,2025-04-30,4.3,Accepted
1096,2799,2024-10-25,9.65,Accepted
1097,16592,2024-10-02,4.68,Accepted
1098,5684,2026-05-02,8.31,Accepted
1099,5170,2025-05-04,3.12,Accepted
1100,7661,2025-08-31,3.06,Expired
1101,9862,2024-04-09,5.18,Accepted
1102,6742,2024-07-04,5.37,Accepted
1103,5376,2023-08-15,7.15,Pending
1104,15144,2025-11-01,7.78,Accepted
1105,7736,2023-12-01,7.42,Declined
1106,15142,2025-06-06,8.7,Accepted
1107,15810,2024-03-19,3.89,Pending
1108,15365,2023-08-13,3.69,Accepted
1109,16523,2026-06-09,6.1,Accepted
1110,17390,2024-06-29,3.23,Accepted
1111,6068,2024-11-14,6.2,Accepted
1112,16556,2023-07-05,7.71,Accepted
1113,3100,2024-12-24,12.72,Accepted
1114,7294,2024-04-13,6.18,Accepted
1115,9385,2023-09-27,15.69,Accepted
1116,17191,2025-03-23,4.46,Accepted
1117,14178,2025-05-08,8.77,Accepted
1118,8687,2025-02-25,8.83,Accepted
1119,8963,2023-08-04,13.97,Accepted
1120,4630,2026-04-12,5.7,Accepted
1121,675,2025-11-25,3.97,Accepted
1122,15706,2023-09-14,9.43,Accepted
1123,4835,2023-06-22,8.09,Declined
1124,15911,2025-12-20,7.27,Accepted
1125,14461,2024-08-29,14.3,Accepted
1126,5943,2024-09-15,3.58,Accepted
1127,7093,2023-07-10,8.56,Accepted
1128,5965,2025-04-17,3.55,Accepted
1129,2549,2026-04-09,5.94,Accepted
1130,10969,2024-05-10,9.78,Accepted
1131,2334,2024-03-27,8.24,Accepted
1132,18888,2025-11-17,4.24,Accepted
1133,13556,2024-02-22,16.17,Accepted
1134,11851,2025-11-05,7.59,Accepted
1135,3948,2024-10-20,4.41,Accepted
1136,607,2024-08-27,4.73,Accepted
1137,362,2023-07-13,5.33,Accepted
1138,19382,2024-06-22,8.52,Accepted
1139,12406,2023-08-29,10.94,Accepted
1140,16542,2025-08-30,11.9,Accepted
1141,411,2025-04-22,11.57,Accepted
1142,10403,2024-03-28,9.14,Accepted
1143,7984,2024-04-23,9.0,Accepted
1144,8032,2025-10-15,7.19,Accepted
1145,3190,2024-07-20,6.31,Accepted
1146,4639,2023-08-17,5.85,Accepted
1147,3835,2024-05-11,3.39,Accepted
1148,8159,2024-12-25,5.81,Accepted
1149,13535,2025-10-23,3.8,Accepted
1150,17847,2023-12-08,8.65,Expired
1151,4392,2024-11-16,3.33,Accepted
1152,19132,2024-04-29,4.34,Expired
1153,12893,2026-04-03,2.84,Accepted
1154,17183,2026-03-10,3.4,Accepted
1155,6581,2024-11-08,2.74,Accepted
1156,15175,2024-01-23,2.26,Pending
1157,19829,2025-09-16,5.75,Accepted
1158,5305,2023-10-06,6.12,Accepted
1159,3471,2024-11-21,6.07,Accepted
1160,7361,2024-01-16,6.63,Accepted
1161,4305,2024-11-05,4.64,Accepted
1162,12158,2025-02-01,10.69,Accepted
1163,11218,2024-09-23,11.48,Accepted
1164,3363,2025-11-03,12.22,Declined
1165,1512,2024-01-14,10.86,Accepted
1166,15966,2023-09-08,5.81,Expired
1167,9069,2023-08-25,7.77,Accepted
1168,2743,2023-08-24,7.6,Accepted
1169,18532,2025-04-12,3.53,Expired
1170,13060,2025-06-17,5.73,Accepted
1171,3252,2024-12-12,13.81,Pending
1172,10978,2025-06-12,5.04,Accepted
1173,12690,2026-01-27,9.62,Accepted
1174,5517,2025-02-11,16.45,Accepted
1175,9661,2025-12-31,4.6,Pending
1176,9657,2025-11-05,10.5,Accepted
1177,16318,2025-05-21,8.21,Accepted
1178,19545,2025-07-29,6.01,Accepted
1179,18376,2025-03-31,9.19,Accepted
1180,11675,2023-09-25,3.93,Accepted
1181,5108,2023-08-20,4.5,Accepted
1182,5156,2024-08-13,4.13,Declined
1183,2479,2026-05-06,5.37,Expired
1184,5611,2024-11-05,5.89,Accepted
1185,5332,2024-10-11,3.43,Accepted
1186,6330,2026-04-25,9.12,Pending
1187,3695,2025-07-13,4.63,Accepted
1188,10958,2023-10-19,3.44,Accepted
1189,5231,2026-01-06,2.95,Declined
1190,15973,2024-01-26,5.44,Accepted
1191,2719,2025-08-24,5.73,Accepted
1192,14577,2026-01-05,5.17,Accepted
1193,6995,2024-07-16,6.79,Accepted
1194,18708,2024-04-07,5.99,Pending
1195,9860,2024-05-20,7.45,Accepted
1196,14554,2024-11-12,5.34,Accepted
1197,3634,2026-03-29,5.56,Accepted
1198,10334,2024-02-08,4.53,Declined
1199,12522,2025-12-23,5.18,Pending
1200,19376,2026-01-25,2.78,Accepted
1201,294,2025-06-25,12.75,Accepted
1202,1369,2023-06-26,4.03,Expired
1203,14378,2023-12-18,7.53,Accepted
1204,7472,2026-05-13,8.45,Accepted
1205,14769,2024-12-11,3.76,Expired
1206,17976,2026-04-22,13.33,Pending
1207,16261,2024-12-17,2.97,Accepted
1208,16384,2025-09-23,6.53,Accepted
1209,4374,2024-09-17,14.27,Accepted
1210,8109,2025-07-25,16.41,Accepted
1211,16817,2023-12-13,4.55,Accepted
1212,220,2023-10-14,7.93,Declined
1213,1255,2025-04-12,3.91,Accepted
1214,8757,2024-05-26,4.14,Declined
1215,2058,2024-09-04,7.62,Pending
1216,10631,2023-06-27,5.24,Pending
1217,5872,2025-08-03,3.92,Accepted
1218,5176,2023-08-07,5.71,Declined
1219,2055,2024-09-03,7.49,Accepted
1220,11666,2024-04-11,4.37,Accepted
1221,2196,2024-03-30,2.81,Accepted
1222,4949,2024-10-04,3.93,Pending
1223,16676,2025-12-18,9.68,Declined
1224,2184,2024-04-11,12.71,Accepted
1225,7435,2024-07-26,9.62,Accepted
1226,10447,2026-01-30,11.47,Accepted
1227,2728,2025-02-12,6.79,Accepted
1228,17122,2026-01-07,6.22,Accepted
1229,3403,2024-05-18,2.56,Declined
1230,9937,2025-10-21,12.61,Pending
1231,5100,2025-06-14,10.3,Accepted
1232,12246,2023-08-30,5.78,Accepted
1233,6731,2025-12-31,5.17,Accepted
1234,3499,2024-01-21,5.97,Accepted
1235,19056,2024-05-15,3.81,Pending
1236,9516,2025-08-03,3.03,Expired
1237,10461,2024-05-13,15.91,Accepted
1238,16415,2023-09-12,3.02,Accepted
1239,14317,2025-08-20,3.83,Accepted
1240,14260,2025-04-12,5.17,Declined
1241,15381,2024-09-22,4.07,Declined
1242,5550,2026-02-20,5.15,Accepted
1243,3734,2024-03-02,6.53,Accepted
1244,6046,2026-03-14,5.75,Accepted
1245,14922,2025-06-12,6.21,Accepted
1246,12754,2024-03-07,4.78,Accepted
1247,11542,2024-08-15,6.39,Accepted
1248,1064,2025-07-19,2.96,Accepted
1249,19664,2026-02-10,4.69,Accepted
1250,6217,2025-12-30,5.53,Accepted
1251,10320,2024-01-09,8.09,Accepted
1252,3814,2024-05-07,3.35,Accepted
1253,15022,2023-11-18,6.91,Accepted
1254,16507,2025-11-03,5.83,Accepted
1255,7320,2025-02-02,6.77,Accepted
1256,380,2025-01-08,6.5,Accepted
1257,16564,2025-01-21,5.77,Accepted
1258,7950,2023-11-16,5.62,Declined
1259,19842,2024-12-29,4.45,Accepted
1260,11132,2025-07-03,3.68,Accepted
1261,12701,2024-11-29,15.36,Accepted
1262,6179,2025-05-04,8.23,Accepted
1263,5690,2026-01-06,6.94,Expired
1264,18077,2025-08-18,16.07,Declined
1265,3843,2025-05-15,3.66,Accepted
1266,7750,2023-08-02,2.66,Accepted
1267,13250,2024-10-16,8.42,Declined
1268,12122,2025-06-27,3.87,Pending
1269,3060,2025-01-18,2.96,Accepted
1270,3030,2025-05-24,5.19,Accepted
1271,5158,2025-10-30,6.46,Accepted
1272,9116,2025-10-05,3.76,Accepted
1273,3538,2025-01-03,7.98,Accepted
1274,18783,2026-03-31,3.64,Expired
1275,14486,2026-01-29,9.49,Accepted
1276,11584,2024-11-17,3.78,Pending
1277,4352,2023-11-21,3.13,Accepted
1278,16680,2026-03-27,9.36,Accepted
1279,16853,2024-01-19,6.4,Accepted
1280,14973,2023-11-29,3.17,Accepted
1281,19127,2025-12-04,5.81,Declined
1282,455,2024-09-20,7.61,Accepted
1283,2446,2025-02-25,3.13,Accepted
1284,16740,2024-05-02,3.96,Accepted
1285,16429,2025-02-13,9.32,Accepted
1286,15405,2023-09-01,8.78,Accepted
1287,2075,2025-06-02,8.08,Accepted
1288,10808,2023-09-28,5.13,Accepted
1289,13154,2026-04-13,6.99,Declined
1290,13933,2024-12-19,12.66,Accepted
1291,5454,2025-06-17,4.79,Declined
1292,18393,2023-10-08,3.73,Accepted
1293,2326,2024-11-13,13.96,Declined
1294,6651,2025-02-16,5.81,Accepted
1295,1428,2025-05-06,10.29,Accepted
1296,7178,2023-08-21,8.09,Accepted
1297,8263,2025-10-22,4.06,Accepted
1298,7158,2026-02-20,7.55,Accepted
1299,1057,2024-12-14,3.03,Accepted
1300,5001,2024-07-11,11.11,Accepted
1301,10414,2024-11-20,7.43,Accepted
1302,19305,2026-05-13,4.64,Expired
1303,16843,2025-12-09,5.09,Declined
1304,3032,2023-06-16,6.61,Accepted
1305,16877,2024-11-23,3.43,Accepted
1306,7376,2024-10-05,15.13,Accepted
1307,1936,2025-12-08,4.69,Accepted
1308,17009,2024-10-04,8.46,Accepted
1309,19553,2025-12-26,3.62,Accepted
1310,19595,2023-12-26,2.94,Declined
1311,19637,2024-04-20,12.85,Accepted
1312,3954,2024-03-18,8.63,Accepted
1313,16109,2024-05-13,2.8,Accepted
1314,7232,2024-01-19,14.9,Accepted
1315,3026,2023-11-05,4.49,Accepted
1316,15410,2025-03-09,9.7,Accepted
1317,12177,2024-11-09,4.09,Accepted
1318,6978,2023-11-13,3.77,Accepted
1319,3215,2023-12-13,5.44,Accepted
1320,7516,2023-10-25,8.35,Accepted
1321,14104,2024-07-08,8.97,Pending
1322,2875,2024-07-23,2.78,Pending
1323,5865,2026-05-09,12.44,Accepted
1324,12963,2023-10-27,7.65,Accepted
1325,6689,2024-07-11,6.85,Accepted
1326,10118,2025-11-24,5.12,Accepted
1327,2214,2023-08-22,2.76,Accepted
1328,576,2025-03-19,7.18,Accepted
1329,338,2024-04-05,5.46,Accepted
1330,19587,2023-09-12,11.81,Accepted
1331,12705,2023-10-22,4.86,Accepted
1332,11403,2024-07-04,3.72,Accepted
1333,14105,2023-08-06,6.55,Accepted
