placement_id,offer_id,student_id,college_id,company_id,joining_date,package_lpa,status
512,3813,4942,42,366,2025-03-01,3.8,Joined
513,3133,1095,69,549,2024-05-04,7.89,Joined
514,3708,1283,59,526,2023-07-13,2.59,Joined
515,3933,234,36,959,2024-09-01,4.03,Joined
516,1725,4217,7,14,2025-04-19,3.46,Joined
517,3749,1673,17,216,2025-06-11,5.65,Joined
518,2302,1024,41,547,2025-12-20,8.65,Dropped
519,604,2449,83,431,2025-07-30,4.79,Joined
520,3828,3525,87,575,2024-12-17,2.58,Joined
521,1671,3261,62,415,2026-06-09,4.57,Dropped
522,1277,812,51,883,2024-01-07,3.13,Confirmed
523,3127,4595,39,449,2023-09-19,12.54,Confirmed
524,441,101,99,89,2025-02-11,4.95,Dropped
525,329,3550,35,802,2023-12-24,5.92,Joined
526,1201,1296,38,78,2025-08-24,12.75,Joined
527,1650,3520,91,540,2024-12-16,3.77,Confirmed
528,3320,432,24,631,2026-03-12,5.45,Joined
529,163,3047,4,43,2025-02-21,5.74,Joined
530,1658,734,19,256,2023-07-27,9.38,Joined
531,1323,3216,95,791,2026-06-04,12.44,Joined
532,3990,4577,20,711,2026-02-13,3.37,Joined
533,1527,4350,18,598,2026-02-02,3.16,Dropped
534,3308,3695,63,874,2025-07-30,6.76,Dropped
535,648,4586,59,671,2025-10-09,5.42,Confirmed
536,2356,495,36,533,2025-08-17,5.16,Confirmed
537,2129,3404,16,539,2025-06-06,5.0,Dropped
538,905,358,88,106,2026-01-30,4.22,Joined
539,2341,4722,85,599,2024-01-30,7.61,Joined
540,1409,3572,74,377,2024-07-08,8.97,Joined
541,2093,4198,55,885,2026-05-20,3.44,Joined
542,1823,33,1,947,2024-12-02,9.1,Confirmed
543,945,1588,37,462,2025-10-22,3.84,Deferred
544,1704,3911,24,385,2023-09-18,8.86,Joined
545,511,2059,76,245,2024-07-03,10.24,Confirmed
546,199,2527,6,28,2025-04-29,6.32,Deferred
547,1807,2001,27,592,2024-05-31,3.14,Deferred
548,3255,1282,55,225,2025-09-27,8.05,Joined
549,1935,2560,60,170,2025-03-07,7.57,Confirmed
550,4273,3628,13,525,2025-07-04,10.66,Joined
551,517,1638,61,637,2023-11-03,9.05,Deferred
552,1775,1487,92,846,2024-04-15,7.81,Joined
553,45,2692,74,526,2025-11-24,8.44,Joined
554,3582,215,72,396,2026-03-05,10.11,Confirmed
555,33,53,63,595,2024-12-23,3.89,Joined
556,2952,2084,70,25,2025-05-26,8.6,Dropped
557,1243,1470,30,715,2024-04-24,6.53,Deferred
558,2316,2432,82,681,2023-12-07,4.36,Joined
559,583,2226,75,656,2023-09-26,3.64,Deferred
560,2037,4154,62,336,2025-01-14,12.26,Joined
561,632,4399,78,472,2024-12-06,6.98,Joined
562,69,4566,42,583,2024-07-05,14.94,Deferred
563,133,2357,3,741,2026-05-29,4.32,Joined
564,3346,4635,95,823,2023-08-12,4.91,Deferred
565,789,4919,96,961,2024-08-19,4.22,Joined
566,1294,2096,29,650,2025-02-28,5.81,Joined
567,401,4443,16,89,2026-05-28,8.27,Confirmed
568,1452,2638,23,699,2025-05-12,7.6,Deferred
569,1480,4318,86,361,2024-12-11,5.52,Joined
570,2832,615,23,366,2024-03-14,6.71,Confirmed
571,4072,4948,63,29,2024-12-04,3.16,Joined
572,1131,2990,76,229,2024-05-14,8.24,Joined
573,733,905,42,693,2026-02-01,13.13,Joined
574,1073,3359,96,3,2026-04-22,3.94,Confirmed
575,3514,2770,52,212,2024-03-25,8.48,Joined
576,3377,4603,57,362,2026-06-17,5.36,Confirmed
577,3424,421,60,215,2025-09-28,7.04,Joined
578,3019,3233,6,844,2025-02-25,2.49,Joined
579,1116,3744,97,610,2025-05-15,4.46,Confirmed
580,4237,3252,49,945,2024-02-23,3.92,Joined
581,1886,2559,97,892,2025-05-15,6.21,Joined
582,1544,4954,98,551,2025-05-02,3.26,Deferred
583,3008,3180,36,282,2025-04-05,10.44,Joined
584,1700,3589,51,954,2025-03-15,3.12,Joined
585,3899,3695,63,70,2025-09-07,6.83,Deferred
586,974,4724,14,774,2024-10-09,6.32,Confirmed
587,2584,1999,57,994,2026-03-18,6.05,Joined
588,315,3037,76,149,2024-06-21,2.47,Joined
589,745,4329,42,557,2024-07-16,9.53,Dropped
590,2429,4878,99,474,2024-07-31,4.17,Joined
591,3809,2737,23,516,2024-09-25,10.39,Confirmed
592,1942,3291,24,287,2025-12-26,15.62,Confirmed
593,2904,1489,19,817,2025-06-29,6.83,Confirmed
594,1280,1696,44,901,2024-01-03,3.17,Joined
595,4220,398,48,671,2025-07-23,6.43,Joined
596,3485,4487,60,330,2024-05-16,4.5,Confirmed
597,1705,4185,58,75,2024-06-19,3.95,Confirmed
598,968,3535,54,138,2024-03-29,5.62,Joined
599,3186,2602,16,400,2023-09-11,4.06,Joined
600,384,4888,39,661,2026-04-05,5.36,Dropped
601,713,43,17,502,2024-08-18,2.77,Joined
602,1372,2569,73,482,2026-06-23,3.52,Deferred
603,3686,3258,82,517,2025-10-28,4.96,Joined
604,3502,3383,77,740,2025-06-05,6.55,Joined
605,2592,2881,54,316,2026-02-13,4.21,Deferred
606,496,1168,65,194,2024-03-16,8.74,Joined
607,1299,206,3,716,2024-12-19,3.03,Joined
608,2365,2068,20,369,2024-11-25,4.05,Joined
609,3315,2044,31,741,2026-06-19,4.83,Joined
610,3884,548,10,765,2025-05-29,10.4,Joined
611,3705,731,51,308,2025-07-20,5.04,Joined
612,1055,221,38,711,2026-06-30,4.56,Confirmed
613,1615,2945,2,401,2025-10-12,3.65,Joined
614,1421,4128,62,94,2024-05-18,5.4,Confirmed
615,3345,4161,3,742,2025-02-01,4.0,Joined
616,241,4215,84,987,2024-01-14,7.86,Deferred
617,3588,2265,36,588,2023-12-11,4.14,Joined
618,3667,4569,71,765,2024-03-11,8.76,Dropped
619,3303,753,22,630,2025-05-17,6.71,Joined
620,1153,2684,35,368,2026-04-04,2.84,Dropped
621,3966,1097,62,959,2024-05-14,6.11,Joined
622,1057,1167,74,627,2023-10-10,12.5,Joined
623,3216,439,8,388,2023-09-04,13.28,Joined
624,2505,4193,11,465,2026-04-11,9.42,Dropped
625,3195,3575,100,924,2025-06-01,10.17,Joined
626,313,3109,58,851,2025-03-28,4.34,Confirmed
627,518,3786,74,634,2024-03-13,5.6,Confirmed
628,3779,1230,77,445,2025-07-29,4.27,Confirmed
629,2867,3817,16,722,2023-12-28,6.47,Deferred
630,4188,4575,30,686,2024-01-09,24.32,Joined
631,3230,4793,59,936,2026-01-04,4.48,Joined
632,3533,4098,88,176,2023-09-09,6.89,Joined
633,499,400,72,488,2024-01-19,2.26,Joined
634,4055,3380,33,744,2025-12-11,6.25,Joined
635,3521,3292,51,945,2024-10-15,5.1,Joined
636,1590,2922,23,566,2025-08-14,4.96,Dropped
637,2719,3647,22,955,2026-06-05,10.56,Joined
638,3831,2124,49,684,2026-02-26,8.29,Deferred
639,3395,4885,22,432,2025-05-23,5.52,Confirmed
640,684,990,88,162,2026-04-22,4.91,Joined
641,2415,783,16,240,2025-03-11,2.66,Joined
642,301,1380,71,804,2024-06-19,5.44,Joined
643,3114,215,72,377,2025-03-02,5.97,Joined
644,1504,2386,61,385,2025-07-18,10.16,Joined
645,322,3430,68,339,2025-06-12,4.32,Deferred
646,516,4033,20,924,2025-04-24,13.51,Deferred
647,2718,522,44,996,2025-08-28,6.21,Confirmed
648,391,1955,51,673,2025-02-22,8.33,Confirmed
649,2844,4072,21,322,2026-02-13,6.94,Joined
650,1011,3114,23,322,2026-02-21,6.94,Joined
651,4018,17,2,466,2025-08-15,6.06,Joined
652,1022,4292,5,551,2025-05-03,8.41,Joined
653,568,1682,82,131,2025-12-09,7.03,Joined
654,3913,4643,1,349,2024-03-25,20.06,Confirmed
655,3192,746,88,24,2024-10-03,4.01,Confirmed
656,3341,2913,85,367,2025-03-10,7.89,Confirmed
657,1934,2628,65,168,2025-08-05,2.69,Joined
658,2425,79,48,31,2023-09-29,2.85,Joined
659,3446,3570,23,388,2025-05-03,10.0,Confirmed
660,1143,3045,72,967,2024-05-06,9.0,Joined
661,13,2436,21,201,2025-04-16,3.65,Joined
662,4070,2168,7,565,2026-04-12,7.44,Joined
663,1813,2283,65,83,2026-05-06,4.76,Joined
664,4302,4545,3,44,2026-05-01,4.54,Joined
665,578,1621,58,59,2026-02-03,7.03,Joined
666,1399,3291,24,945,2026-03-26,3.45,Deferred
667,3001,3820,15,181,2026-02-16,9.48,Confirmed
668,2264,1552,18,867,2024-12-29,6.27,Joined
669,2243,3700,39,476,2025-11-21,4.72,Joined
670,280,1498,81,501,2024-01-02,8.74,Joined
671,402,1931,42,179,2025-09-17,4.67,Confirmed
672,327,3693,42,588,2024-07-18,4.05,Joined
673,4059,4968,37,711,2026-01-28,4.21,Confirmed
674,1424,2454,99,639,2024-11-18,5.05,Joined
675,146,2171,55,208,2025-03-27,5.4,Joined
676,1989,1072,25,866,2026-04-16,4.27,Joined
677,3678,382,39,394,2025-01-26,4.91,Joined
678,2044,1501,18,773,2026-03-11,3.47,Confirmed
679,4130,2386,61,831,2024-01-15,4.23,Joined
680,1579,58,2,198,2026-05-15,3.28,Joined
681,2158,1031,66,745,2024-07-17,2.47,Confirmed
682,4105,2772,76,376,2025-04-12,5.42,Joined
683,3699,2913,85,87,2025-02-04,5.55,Confirmed
684,2511,2801,10,17,2024-07-12,14.8,Confirmed
685,4064,4960,16,118,2026-01-09,9.61,Deferred
686,154,587,87,958,2025-02-15,7.45,Confirmed
687,3670,1783,45,785,2025-08-11,4.03,Deferred
688,3680,4762,90,919,2025-05-21,2.78,Joined
689,1767,3835,28,26,2026-01-13,5.19,Joined
690,4052,2121,93,491,2024-07-30,9.56,Joined
691,4208,561,21,388,2024-06-02,7.93,Joined
692,1036,4361,19,202,2025-03-24,12.22,Joined
693,2257,3504,29,953,2023-08-18,3.11,Joined
694,320,1018,79,321,2025-04-16,3.61,Joined
695,3426,1584,3,252,2024-10-06,6.89,Dropped
696,3293,4674,90,932,2026-06-30,4.92,Deferred
697,2247,149,78,729,2024-03-15,4.04,Confirmed
698,3740,3972,30,435,2025-01-20,7.48,Confirmed
699,1875,3804,97,341,2024-08-16,6.4,Joined
700,1497,1044,41,497,2026-04-03,5.0,Dropped
701,1009,4292,5,493,2023-10-18,5.84,Joined
702,3517,586,77,214,2026-02-05,4.8,Deferred
703,2433,3833,47,347,2026-03-17,7.09,Joined
704,4053,1194,93,483,2025-12-29,7.01,Confirmed
705,2443,2773,72,191,2024-07-16,6.68,Confirmed
706,3702,817,99,981,2025-11-16,9.79,Joined
707,637,3123,47,256,2026-01-08,2.62,Deferred
708,1121,501,45,525,2025-12-10,3.97,Confirmed
709,3908,3075,31,237,2025-08-03,3.19,Joined
710,1693,1154,32,272,2026-02-03,6.75,Deferred
711,1880,315,10,866,2024-04-20,4.29,Joined
712,3409,1381,24,339,2025-07-13,4.66,Joined
713,2583,1609,94,621,2024-06-12,5.24,Joined
714,2345,4929,75,986,2024-03-21,5.05,Joined
715,1400,2544,91,41,2023-09-22,11.03,Deferred
716,303,4393,23,787,2023-10-01,4.07,Dropped
717,21,2327,73,945,2024-03-03,4.09,Deferred
718,4160,487,70,208,2024-03-27,7.12,Joined
719,585,1784,69,134,2025-01-19,14.8,Confirmed
720,3784,2507,17,399,2025-09-08,4.84,Confirmed
721,1371,828,70,418,2025-11-25,5.75,Confirmed
722,3418,1437,72,433,2026-04-16,5.7,Joined
723,2234,3070,15,987,2024-06-03,5.39,Joined
724,3763,2299,81,513,2023-11-01,8.62,Deferred
725,3442,2282,80,359,2024-04-26,4.52,Confirmed
726,2005,2508,22,852,2025-11-04,8.38,Confirmed
727,3491,4301,52,808,2024-09-01,10.67,Joined
728,4145,816,92,9,2023-12-23,9.19,Deferred
729,697,4147,60,389,2024-06-06,5.66,Confirmed
730,894,3771,3,192,2024-12-06,9.21,Confirmed
731,829,796,35,222,2023-11-15,7.33,Joined
732,1374,3832,1,66,2024-06-01,8.35,Joined
733,3057,2024,73,150,2024-04-16,9.8,Dropped
734,1096,783,16,947,2024-12-23,9.65,Joined
735,3767,888,9,946,2023-07-27,3.67,Deferred
736,708,2350,47,898,2025-06-29,6.21,Dropped
737,1412,4100,25,340,2025-02-12,3.44,Joined
738,796,1328,86,950,2025-03-01,4.5,Joined
739,4204,329,29,282,2025-03-22,5.12,Joined
740,3889,475,82,667,2026-04-09,7.76,Joined
741,1612,1610,37,483,2024-01-05,10.25,Confirmed
742,2853,631,24,968,2024-10-22,4.57,Deferred
743,1184,749,15,475,2024-12-02,5.89,Confirmed
744,2172,1165,75,293,2025-05-12,9.64,Deferred
745,2206,1276,5,891,2024-10-22,5.2,Joined
746,183,3933,41,767,2024-01-21,9.46,Joined
747,2157,4572,40,809,2025-07-29,3.11,Joined
748,314,3115,34,116,2023-12-11,3.5,Dropped
749,4169,2952,67,530,2025-11-11,5.91,Joined
750,507,4035,48,226,2026-06-04,4.18,Joined
751,2181,1867,2,881,2024-03-11,9.39,Joined
752,2627,3999,66,4,2024-09-10,13.01,Joined
753,2390,561,21,454,2025-05-17,4.37,Confirmed
754,362,2135,41,480,2026-05-08,7.08,Joined
755,3959,627,81,899,2025-02-26,7.15,Joined
756,1738,4423,5,304,2024-09-25,5.44,Joined
757,3425,4869,59,408,2024-10-31,5.26,Confirmed
758,2851,556,93,297,2024-09-24,9.03,Deferred
759,3801,2302,77,532,2025-12-12,11.13,Joined
760,3447,1175,66,645,2025-07-10,5.87,Joined
761,1627,4968,37,927,2024-05-25,6.75,Confirmed
762,2184,3649,79,534,2025-12-17,6.33,Deferred
763,2238,2356,92,141,2025-12-16,4.26,Joined
764,3874,1238,52,181,2024-07-29,6.41,Dropped
765,3912,3787,97,798,2025-04-26,9.9,Joined
766,627,1249,54,815,2025-02-09,6.26,Confirmed
767,635,3478,85,526,2026-06-30,6.18,Joined
768,3183,1673,17,656,2023-10-31,4.23,Joined
769,1124,503,9,158,2026-01-27,7.27,Joined
770,3991,4006,94,456,2024-10-20,7.31,Deferred
771,536,4755,8,974,2026-05-03,6.62,Joined
772,1305,3647,22,533,2025-01-07,3.43,Confirmed
773,2771,2789,89,236,2024-01-17,4.59,Confirmed
774,1080,4760,58,564,2023-12-08,4.06,Deferred
775,3897,4388,54,633,2025-01-12,7.15,Joined
776,3189,1378,81,209,2024-06-29,4.59,Joined
777,4027,3910,41,321,2025-03-10,3.51,Confirmed
778,1947,4456,58,838,2025-04-04,8.76,Joined
779,91,4356,25,585,2025-01-27,10.05,Joined
780,3430,2156,52,68,2026-06-03,5.85,Joined
781,4089,1762,7,27,2025-11-01,3.17,Dropped
782,2251,3981,32,230,2024-07-14,3.41,Joined
783,2086,1238,52,395,2023-08-18,7.82,Dropped
784,3381,2966,7,85,2026-06-17,3.24,Confirmed
785,3271,1258,40,778,2025-12-17,6.12,Deferred
786,3420,344,6,399,2025-01-08,4.18,Joined
787,2961,3331,6,959,2023-10-08,5.84,Joined
788,744,913,59,68,2023-08-13,5.25,Joined
789,3951,1378,81,500,2024-07-31,6.42,Joined
790,2890,4707,71,215,2025-03-08,4.23,Joined
791,1997,3992,58,438,2025-06-06,2.4,Confirmed
792,2603,2598,33,278,2025-09-05,2.32,Joined
793,1546,4380,51,197,2025-07-31,6.84,Joined
794,3469,4944,46,926,2023-09-10,5.0,Joined
795,2135,1583,29,543,2025-08-05,5.6,Deferred
796,3072,1476,58,555,2025-07-20,2.54,Confirmed
797,2678,3707,4,854,2025-08-30,3.56,Deferred
798,4147,2276,34,659,2023-09-18,3.68,Joined
799,2503,1461,78,736,2024-10-18,6.77,Confirmed
800,1891,1586,44,164,2023-09-25,7.21,Deferred
801,4228,3408,24,376,2025-10-27,6.44,Joined
802,2482,1297,78,882,2025-09-27,6.82,Joined
803,4062,1387,10,203,2025-05-01,4.74,Joined
804,600,734,19,765,2023-10-20,2.86,Joined
805,1288,1960,85,722,2023-10-10,5.13,Confirmed
806,335,23,11,851,2025-04-10,3.65,Deferred
807,1475,1673,17,454,2024-10-01,8.62,Joined
808,161,2667,33,203,2025-01-21,7.6,Deferred
809,1088,278,12,572,2025-02-23,2.7,Joined
810,2930,2262,65,79,2024-06-13,4.58,Dropped
811,233,356,67,30,2026-04-12,5.18,Confirmed
812,408,3070,15,430,2024-11-22,3.16,Joined
813,354,3773,29,514,2025-03-31,5.92,Joined
814,1473,435,34,211,2024-12-23,5.96,Deferred
815,2878,991,15,1000,2024-01-31,5.94,Confirmed
816,2301,4561,43,770,2025-05-22,6.5,Deferred
817,1066,3974,100,115,2024-09-28,5.28,Confirmed
818,1094,1392,73,533,2025-09-13,6.03,Joined
819,1903,3856,8,709,2024-06-04,9.35,Confirmed
820,3350,4122,48,683,2025-06-26,5.24,Confirmed
821,1283,756,12,92,2025-03-07,3.13,Joined
822,2050,2828,48,988,2024-07-16,5.07,Confirmed
823,4289,816,92,40,2025-11-09,7.93,Joined
824,3340,1784,69,603,2025-09-10,4.97,Confirmed
825,1474,3723,82,639,2025-08-09,4.21,Deferred
826,3458,3120,67,371,2024-03-13,3.61,Deferred
827,2262,4807,25,341,2025-09-26,6.45,Joined
828,3770,2382,62,722,2023-11-09,4.96,Joined
829,1687,4334,10,343,2025-02-25,7.88,Joined
830,3436,3117,80,95,2025-10-16,3.25,Joined
831,634,3318,13,985,2025-07-13,3.22,Joined
832,1250,650,51,286,2026-01-20,5.53,Joined
833,4244,4311,72,30,2025-03-08,7.93,Joined
834,225,1553,93,884,2025-04-04,3.45,Confirmed
835,1275,4281,45,636,2026-03-19,9.49,Confirmed
836,2813,358,88,662,2025-09-23,7.62,Joined
837,2400,4024,73,264,2024-08-29,4.76,Joined
838,940,3181,4,594,2023-11-07,10.58,Dropped
839,2485,4190,40,742,2024-01-01,13.18,Joined
840,1437,4277,98,659,2025-07-09,3.84,Confirmed
841,336,226,15,874,2025-08-13,8.24,Joined
842,2679,1602,38,335,2024-10-10,5.8,Joined
843,3445,1033,2,76,2024-03-01,3.04,Joined
844,343,2712,69,87,2025-06-11,2.56,Joined
845,150,980,27,581,2024-07-15,11.08,Confirmed
846,444,2105,39,498,2026-01-29,7.44,Deferred
847,2395,3904,87,301,2024-07-22,8.56,Deferred
848,1523,3289,21,670,2024-06-11,4.97,Confirmed
849,2408,4496,100,122,2025-12-23,6.31,Joined
850,1377,388,1,290,2024-10-15,4.49,Confirmed
851,364,3731,61,683,2026-06-30,3.99,Confirmed
852,1254,451,76,530,2025-12-21,5.83,Confirmed
853,2436,245,63,899,2025-03-26,6.97,Joined
854,275,3422,84,432,2026-06-30,4.79,Deferred
855,3227,4384,13,471,2023-12-15,7.38,Deferred
856,1554,521,68,292,2026-05-01,7.06,Confirmed
857,2563,3733,33,456,2024-09-30,6.08,Joined
858,254,2299,81,145,2025-06-14,5.25,Confirmed
859,1928,4769,53,777,2023-12-09,7.51,Joined
860,1157,2739,2,603,2025-10-16,5.75,Joined
861,3930,4195,16,486,2024-02-07,4.63,Deferred
862,2091,1496,10,695,2025-06-27,5.39,Deferred
863,1279,2446,70,755,2024-02-22,6.4,Confirmed
864,482,3033,26,972,2024-09-11,5.04,Joined
865,3872,2055,5,814,2024-11-19,7.12,Joined
866,2068,451,76,566,2026-05-09,6.06,Joined
867,1041,499,56,318,2025-07-06,4.76,Confirmed
868,2010,2010,16,265,2025-11-08,12.17,Confirmed
869,921,788,73,919,2025-07-21,6.81,Deferred
870,661,2741,72,874,2023-09-06,6.46,Confirmed
871,1114,3633,95,808,2024-05-11,6.18,Deferred
872,3873,3948,31,707,2025-05-09,5.83,Confirmed
873,3983,168,61,359,2024-06-20,6.52,Joined
874,1976,1203,17,215,2024-02-12,7.32,Joined
875,3490,2536,53,204,2026-03-30,5.76,Joined
876,755,2457,51,35,2026-06-30,8.05,Dropped
877,1654,3408,24,487,2026-01-30,9.56,Joined
878,1090,321,24,628,2024-04-02,7.0,Confirmed
879,3862,1412,54,493,2025-09-17,6.34,Joined
880,2775,1254,68,333,2026-03-28,4.59,Dropped
881,1034,3374,13,560,2025-11-09,12.39,Confirmed
882,3462,3129,97,959,2025-05-15,10.45,Deferred
883,2519,133,76,31,2025-11-29,6.58,Dropped
884,1946,2438,96,71,2026-01-27,4.62,Confirmed
885,1298,4214,44,362,2026-03-06,7.55,Confirmed
886,2810,4217,7,926,2024-01-20,7.96,Joined
887,1988,3821,67,169,2025-04-23,4.05,Dropped
888,3032,3911,24,870,2026-01-30,6.01,Joined
889,3464,26,90,600,2024-02-03,2.67,Joined
890,349,131,16,220,2024-01-05,4.47,Confirmed
891,1196,2213,100,316,2024-11-28,5.34,Dropped
892,2515,1457,43,870,2024-07-18,9.2,Confirmed
893,2859,576,34,781,2024-03-12,5.55,Confirmed
894,3879,4634,23,409,2026-06-30,3.59,Joined
895,866,49,48,416,2024-01-18,5.75,Joined
896,491,343,57,826,2025-11-17,5.17,Confirmed
897,394,453,76,574,2026-01-20,7.55,Confirmed
898,2626,2146,6,722,2023-10-16,5.74,Confirmed
899,3262,4013,93,214,2026-05-07,4.26,Confirmed
900,912,1215,13,384,2026-03-09,8.21,Dropped
901,1900,1033,2,594,2026-02-07,7.44,Confirmed
902,1443,2060,87,239,2024-07-19,3.62,Deferred
903,3744,2829,56,308,2025-07-24,5.3,Joined
904,3700,2791,51,500,2026-04-05,4.31,Joined
905,1495,264,10,880,2024-04-02,11.63,Joined
906,2523,3578,94,808,2026-01-05,4.06,Joined
907,874,3035,72,260,2023-10-02,9.92,Joined
908,3577,954,93,624,2023-11-19,6.12,Deferred
909,616,2707,1,96,2024-06-28,6.19,Joined
910,853,3391,87,318,2025-07-08,4.52,Confirmed
911,2620,388,1,41,2023-09-18,11.28,Confirmed
912,1574,3896,12,302,2025-02-23,5.26,Joined
913,3399,1109,66,285,2026-04-06,5.33,Confirmed
914,4241,3807,96,839,2025-08-30,10.51,Dropped
915,2491,3926,68,948,2024-12-13,5.01,Joined
916,1159,116,66,458,2024-11-28,6.07,Confirmed
917,3658,241,68,928,2024-03-31,4.22,Joined
918,749,1150,75,709,2025-03-06,8.36,Joined
919,2615,2772,76,713,2025-01-26,5.93,Confirmed
920,3110,2181,28,40,2025-11-28,6.7,Confirmed
921,4150,4084,56,497,2024-02-09,10.12,Confirmed
922,371,1522,43,928,2025-06-05,3.58,Joined
923,1840,439,8,147,2025-05-03,5.07,Joined
924,3368,1563,92,749,2024-03-28,4.92,Dropped
925,2668,1842,73,181,2026-02-28,5.6,Joined
926,502,2892,14,707,2025-06-18,8.44,Joined
927,1952,100,73,628,2024-09-26,5.32,Confirmed
928,299,524,44,684,2026-02-27,7.73,Joined
929,848,4637,19,110,2025-04-08,7.44,Joined
930,1357,2533,21,367,2023-07-28,6.76,Deferred
931,2476,3626,94,215,2024-02-16,7.79,Joined
932,2212,2804,6,275,2025-10-03,7.88,Confirmed
933,1666,455,6,987,2024-01-14,7.26,Deferred
934,3159,672,86,233,2024-05-29,2.48,Joined
935,2586,4276,84,211,2024-11-01,5.65,Confirmed
936,2218,1783,45,649,2024-04-15,2.78,Joined
937,88,3963,58,654,2024-03-22,2.75,Joined
938,1672,209,2,849,2024-08-02,7.37,Dropped
939,1122,3072,86,784,2023-10-23,9.43,Deferred
940,3137,830,15,256,2026-01-30,2.58,Confirmed
941,780,2549,29,785,2024-07-20,7.33,Joined
942,2920,858,65,951,2025-04-02,6.97,Joined
943,324,792,57,619,2026-02-06,2.93,Joined
944,3594,2655,72,283,2025-12-08,16.94,Confirmed
945,2546,1665,36,153,2025-11-19,3.6,Joined
946,3022,2051,32,437,2023-10-08,5.55,Joined
947,739,1077,81,788,2023-10-11,6.46,Confirmed
948,3344,366,39,6,2024-08-17,5.37,Joined
949,3728,4158,65,317,2024-11-15,3.59,Confirmed
950,3993,2042,69,968,2024-07-04,3.12,Confirmed
951,2696,26,90,304,2024-09-16,5.07,Dropped
952,3364,2112,66,656,2023-08-24,3.74,Joined
953,2814,2038,44,805,2024-09-25,4.78,Joined
954,977,3601,79,11,2025-03-03,8.5,Joined
955,588,1753,54,85,2024-08-08,3.19,Confirmed
956,105,938,13,515,2025-12-13,7.96,Confirmed
957,1432,1981,33,646,2023-09-14,4.02,Confirmed
958,1319,4846,83,430,2024-01-17,5.44,Joined
959,898,4826,40,141,2025-11-25,3.89,Joined
960,2497,3983,75,839,2024-07-27,8.39,Joined
961,1908,2132,11,628,2024-09-13,6.33,Confirmed
962,2939,4713,98,551,2025-05-23,6.2,Confirmed
963,1739,1058,60,838,2025-03-23,10.38,Joined
964,3691,4772,64,246,2025-11-17,8.66,Joined
965,3287,4299,34,996,2025-02-04,7.08,Dropped
966,3014,1021,63,248,2025-02-02,3.24,Joined
967,857,2067,33,199,2025-12-10,2.76,Joined
968,2421,1059,40,228,2023-11-26,3.1,Confirmed
969,1760,3141,81,663,2026-02-25,6.31,Joined
970,2605,1034,98,557,2026-02-13,4.19,Joined
971,1512,3048,30,721,2026-06-09,11.74,Confirmed
972,3021,1883,86,818,2024-08-04,3.86,Joined
973,2183,192,33,618,2024-09-28,8.44,Joined
974,1818,3542,58,971,2025-11-03,12.73,Joined
975,3798,2721,92,840,2025-05-17,5.48,Joined
976,2166,2546,21,560,2025-10-21,6.68,Confirmed
977,395,1361,22,740,2024-08-19,6.03,Deferred
978,2643,2338,78,281,2025-01-07,12.34,Joined
979,2222,3306,35,735,2024-08-24,2.75,Confirmed
980,3138,1862,59,789,2024-07-25,2.42,Dropped
981,238,1784,69,295,2025-02-18,11.67,Joined
982,2490,1227,22,461,2024-10-28,6.42,Dropped
983,3208,4198,55,790,2026-06-21,6.25,Confirmed
984,763,2665,83,909,2025-09-13,5.37,Confirmed
985,1146,539,73,447,2023-09-29,5.85,Joined
986,914,3382,14,684,2026-04-06,9.17,Dropped
987,828,15,39,95,2024-01-04,4.64,Confirmed
988,3916,4586,59,980,2024-04-13,4.91,Joined
989,1113,4784,97,883,2025-01-30,12.72,Confirmed
990,3895,522,44,106,2023-12-23,5.84,Joined
991,4280,3671,78,641,2025-05-16,3.25,Joined
992,3614,785,90,260,2025-04-25,4.68,Joined
993,3878,2194,35,612,2024-06-21,7.32,Joined
994,609,3811,56,525,2025-08-08,10.61,Deferred
995,696,2730,61,471,2025-05-10,4.48,Joined
996,113,1381,24,959,2025-05-09,4.63,Joined
997,2799,1525,23,718,2023-08-21,10.81,Dropped
998,3903,352,59,216,2025-07-04,7.22,Confirmed
999,900,2339,17,122,2025-10-14,10.04,Joined
1000,714,3622,70,623,2025-03-08,8.29,Joined
1001,2192,2615,86,775,2026-05-11,2.69,Confirmed
1002,3738,3770,87,283,2025-11-06,17.82,Joined
1003,2514,3616,34,998,2024-10-11,2.73,Joined
1004,2203,122,58,594,2024-11-04,3.81,Deferred
1005,911,999,83,919,2025-07-12,5.84,Joined
1006,4020,3101,63,860,2025-12-15,6.92,Joined
1007,2282,188,86,945,2026-02-10,4.67,Joined
1008,4191,3194,81,336,2025-04-27,14.36,Joined
1009,1335,3873,49,41,2025-08-25,6.15,Joined
1010,2657,998,68,672,2024-05-18,7.77,Joined
1011,872,1917,90,834,2025-07-29,5.72,Joined
1012,1853,2998,46,689,2024-08-21,9.83,Confirmed
1013,2230,3691,95,572,2025-02-18,3.27,Joined
1014,2477,856,8,182,2026-06-30,7.49,Confirmed
1015,663,1049,82,590,2024-10-17,3.64,Dropped
1016,2834,4558,38,22,2024-04-04,7.74,Joined
1017,1634,3735,88,973,2025-07-29,8.29,Confirmed
1018,3671,2851,85,32,2023-11-13,5.51,Confirmed
1019,3310,1587,75,689,2025-04-30,7.45,Joined
1020,607,3015,78,600,2025-12-16,3.61,Deferred
1021,2982,580,60,501,2023-10-25,9.68,Deferred
