job_id,company_id,title,department,package_lpa,job_type,posted_date,status
914,715,QA Engineer,Information Technology,12.34,Full-Time,2024-08-30,Closed
915,403,Backend Developer,Computer Science,9.2,Full-Time,2026-02-06,Open
916,100,Systems Engineer,Mechanical Engineering,3.5,Internship,2025-10-20,Closed
917,918,Graduate Trainee Engineer,Business Administration,7.0,Internship,2023-08-12,Closed
918,79,DevOps Engineer,Mechanical Engineering,6.0,Full-Time,2025-07-01,Open
919,656,Data Scientist,Business Administration,3.86,Full-Time,2023-08-08,Filled
920,738,ML Engineer,Business Administration,3.03,Internship,2024-11-16,Closed
921,6,Graduate Trainee Engineer,Data Science,6.08,Full-Time,2024-07-23,Filled
922,193,Cloud Engineer,Information Technology,4.86,Full-Time,2026-04-22,Filled
923,675,QA Engineer,Electronics & Communication,5.56,Full-Time,2025-10-15,Filled
924,538,DevOps Engineer,Data Science,16.06,Internship + PPO,2024-07-12,Filled
925,281,Full Stack Developer,Data Science,4.23,Internship,2025-10-19,Filled
926,116,Cloud Engineer,Data Science,4.9,Full-Time,2023-09-03,Closed
927,291,QA Engineer,Electrical Engineering,2.5,Internship + PPO,2026-01-28,Open
928,645,Product Analyst,Electrical Engineering,5.68,Full-Time,2025-05-17,Open
929,605,Associate Consultant,Mechanical Engineering,16.39,Internship + PPO,2025-12-06,Filled
930,531,Frontend Developer,Information Technology,7.43,Full-Time,2025-03-31,Filled
931,394,Full Stack Developer,Artificial Intelligence & ML,8.68,Full-Time,2023-06-07,Filled
932,965,Cloud Engineer,Electronics & Communication,5.68,Internship,2026-02-10,Closed
933,756,Software Engineer,Civil Engineering,8.86,Full-Time,2025-05-25,Closed
934,247,Business Analyst,Electrical Engineering,7.0,Full-Time,2023-08-20,Closed
935,482,DevOps Engineer,Information Technology,3.22,Full-Time,2026-03-25,Filled
936,651,ML Engineer,Business Administration,7.89,Full-Time,2023-07-23,Open
937,395,Associate Consultant,Electrical Engineering,11.0,Internship,2025-03-17,Filled
938,358,Business Analyst,Mechanical Engineering,3.72,Internship + PPO,2025-12-03,Filled
939,237,QA Engineer,Business Administration,3.09,Full-Time,2025-05-02,Filled
940,427,Associate Consultant,Electrical Engineering,4.0,Full-Time,2025-01-18,Closed
941,214,ML Engineer,Electronics & Communication,4.93,Full-Time,2026-01-23,Filled
942,438,DevOps Engineer,Computer Science,3.59,Full-Time,2023-09-04,Filled
943,432,Frontend Developer,Information Technology,6.3,Internship + PPO,2024-04-09,Filled
944,130,Associate Consultant,Civil Engineering,7.24,Internship + PPO,2023-07-04,Closed
945,298,Full Stack Developer,Computer Science,7.98,Full-Time,2023-11-23,Open
946,401,Systems Engineer,Civil Engineering,3.73,Full-Time,2026-01-12,Closed
947,709,Data Analyst,Data Science,9.79,Full-Time,2024-10-14,Open
948,801,Software Engineer,Business Administration,4.61,Internship + PPO,2025-07-16,Filled
949,147,Data Scientist,Information Technology,5.07,Full-Time,2024-01-30,Filled
950,995,Full Stack Developer,Electrical Engineering,2.5,Internship,2023-11-24,Open
951,956,Data Scientist,Information Technology,3.27,Full-Time,2025-07-23,Open
952,103,ML Engineer,Civil Engineering,6.89,Full-Time,2024-09-16,Closed
953,256,Systems Engineer,Civil Engineering,10.41,Full-Time,2023-07-05,Filled
954,923,ML Engineer,Electrical Engineering,4.22,Full-Time,2025-11-19,Open
955,195,Software Engineer,Computer Science,9.7,Internship,2023-09-01,Closed
956,652,Full Stack Developer,Business Administration,7.03,Full-Time,2025-02-28,Filled
957,841,Software Engineer,Business Administration,8.91,Internship,2025-02-06,Open
958,986,Business Analyst,Artificial Intelligence & ML,4.57,Internship,2024-03-09,Filled
959,568,Data Scientist,Commerce,4.58,Full-Time,2023-07-18,Filled
960,22,Cloud Engineer,Data Science,8.38,Internship,2023-08-16,Closed
961,981,Product Analyst,Civil Engineering,6.19,Full-Time,2025-02-25,Filled
962,392,Full Stack Developer,Data Science,2.78,Internship + PPO,2024-10-08,Closed
963,566,Systems Engineer,Business Administration,4.57,Full-Time,2025-05-14,Closed
964,637,Cloud Engineer,Mechanical Engineering,9.02,Internship + PPO,2023-08-23,Closed
965,101,Backend Developer,Business Administration,10.07,Internship + PPO,2025-08-15,Closed
966,95,Data Scientist,Civil Engineering,5.83,Full-Time,2024-08-19,Filled
967,123,Business Analyst,Electronics & Communication,2.67,Full-Time,2026-02-22,Closed
968,996,Full Stack Developer,Electrical Engineering,9.58,Internship,2025-02-13,Filled
969,77,Cloud Engineer,Information Technology,3.77,Full-Time,2026-04-10,Filled
970,719,Software Engineer,Business Administration,3.83,Full-Time,2026-02-17,Open
971,378,Backend Developer,Electrical Engineering,3.29,Full-Time,2024-08-26,Filled
972,731,Associate Consultant,Civil Engineering,7.66,Full-Time,2023-10-11,Open
973,116,Frontend Developer,Civil Engineering,7.16,Internship,2024-06-11,Closed
974,852,Data Scientist,Mechanical Engineering,7.54,Full-Time,2025-09-11,Filled
975,854,Associate Consultant,Computer Science,6.71,Internship + PPO,2023-08-12,Open
976,448,Frontend Developer,Electrical Engineering,13.04,Full-Time,2023-08-11,Filled
977,852,Product Analyst,Business Administration,6.05,Internship,2024-08-07,Closed
978,860,Frontend Developer,Business Administration,4.68,Full-Time,2023-07-08,Filled
979,146,QA Engineer,Electronics & Communication,3.92,Internship + PPO,2025-10-02,Closed
980,272,Data Analyst,Civil Engineering,3.74,Internship + PPO,2025-03-09,Filled
981,447,ML Engineer,Commerce,5.8,Full-Time,2023-06-21,Filled
982,19,Data Analyst,Artificial Intelligence & ML,17.53,Full-Time,2025-07-11,Closed
983,100,Product Analyst,Commerce,7.31,Full-Time,2023-09-13,Open
984,183,QA Engineer,Mechanical Engineering,11.03,Internship,2026-03-25,Filled
985,608,QA Engineer,Computer Science,4.47,Internship,2023-10-29,Open
986,903,Data Analyst,Data Science,9.53,Full-Time,2026-03-23,Open
987,824,DevOps Engineer,Business Administration,4.67,Full-Time,2025-09-10,Filled
988,471,Backend Developer,Computer Science,2.65,Full-Time,2023-12-28,Open
989,110,Graduate Trainee Engineer,Business Administration,5.87,Full-Time,2024-09-13,Closed
990,262,Data Scientist,Commerce,7.75,Full-Time,2025-01-23,Open
991,886,ML Engineer,Electronics & Communication,5.43,Internship,2024-01-09,Closed
992,877,Full Stack Developer,Computer Science,9.63,Full-Time,2023-12-14,Closed
993,997,Data Scientist,Civil Engineering,6.83,Internship + PPO,2023-12-25,Closed
994,36,Frontend Developer,Data Science,4.53,Full-Time,2025-03-28,Closed
995,131,Business Analyst,Electrical Engineering,10.63,Full-Time,2025-07-28,Closed
996,352,Backend Developer,Information Technology,4.82,Full-Time,2025-11-16,Filled
997,326,Graduate Trainee Engineer,Electrical Engineering,8.72,Full-Time,2024-04-13,Closed
998,356,Data Scientist,Information Technology,4.49,Full-Time,2024-08-22,Open
999,586,QA Engineer,Data Science,7.19,Internship,2024-02-16,Closed
1000,3,QA Engineer,Data Science,3.57,Full-Time,2026-03-22,Open
1001,904,Associate Consultant,Electronics & Communication,5.54,Internship,2024-05-18,Closed
1002,773,Cloud Engineer,Artificial Intelligence & ML,5.44,Full-Time,2025-05-27,Filled
1003,840,QA Engineer,Civil Engineering,4.33,Full-Time,2025-02-22,Open
1004,489,Software Engineer,Business Administration,7.51,Internship,2025-06-15,Closed
1005,470,ML Engineer,Commerce,3.32,Internship,2023-10-01,Closed
1006,787,Product Analyst,Artificial Intelligence & ML,8.06,Full-Time,2026-04-01,Filled
1007,62,QA Engineer,Mechanical Engineering,2.5,Full-Time,2024-02-01,Closed
1008,594,Data Analyst,Electrical Engineering,3.44,Full-Time,2024-08-25,Closed
1009,104,Data Analyst,Data Science,2.5,Full-Time,2026-03-12,Filled
1010,178,Cloud Engineer,Civil Engineering,10.34,Full-Time,2023-08-15,Filled
1011,821,Data Scientist,Information Technology,3.19,Full-Time,2024-05-19,Closed
1012,980,Graduate Trainee Engineer,Civil Engineering,9.89,Full-Time,2024-11-24,Filled
1013,322,Data Analyst,Data Science,6.05,Full-Time,2025-12-04,Open
1014,58,Software Engineer,Civil Engineering,16.93,Internship,2025-04-12,Open
1015,641,Associate Consultant,Information Technology,3.89,Internship + PPO,2024-11-19,Filled
1016,17,Business Analyst,Data Science,4.02,Internship + PPO,2025-06-27,Filled
1017,975,Frontend Developer,Electrical Engineering,6.55,Internship + PPO,2024-11-17,Filled
1018,179,Systems Engineer,Electronics & Communication,5.33,Full-Time,2026-03-21,Closed
1019,624,Systems Engineer,Commerce,3.22,Full-Time,2025-09-26,Filled
1020,757,Systems Engineer,Electrical Engineering,8.99,Internship + PPO,2025-01-06,Open
1021,357,Data Analyst,Commerce,6.03,Internship,2024-11-08,Open
1022,150,Graduate Trainee Engineer,Mechanical Engineering,4.67,Full-Time,2024-01-21,Open
1023,260,DevOps Engineer,Computer Science,10.53,Full-Time,2026-01-04,Closed
1024,394,Product Analyst,Business Administration,5.1,Internship,2024-11-02,Closed
1025,151,Graduate Trainee Engineer,Data Science,10.11,Full-Time,2026-02-18,Closed
1026,316,Software Engineer,Commerce,5.6,Internship,2024-03-03,Filled
1027,368,Associate Consultant,Business Administration,6.16,Internship,2024-06-22,Filled
1028,733,QA Engineer,Mechanical Engineering,4.23,Internship,2024-06-28,Closed
1029,326,Cloud Engineer,Electrical Engineering,4.49,Full-Time,2025-08-12,Open
1030,339,Frontend Developer,Electronics & Communication,2.65,Internship + PPO,2024-05-03,Open
1031,690,ML Engineer,Data Science,3.51,Full-Time,2026-01-29,Open
1032,549,Systems Engineer,Artificial Intelligence & ML,7.23,Full-Time,2023-06-05,Closed
1033,316,ML Engineer,Information Technology,9.62,Full-Time,2024-12-28,Closed
1034,316,Data Scientist,Civil Engineering,11.98,Internship,2025-02-26,Filled
1035,915,Software Engineer,Electronics & Communication,8.92,Full-Time,2024-12-05,Filled
1036,463,Systems Engineer,Information Technology,4.1,Full-Time,2025-11-08,Filled
1037,55,Full Stack Developer,Mechanical Engineering,2.74,Full-Time,2024-06-24,Closed
1038,254,Business Analyst,Electrical Engineering,5.69,Full-Time,2024-12-30,Open
1039,75,Full Stack Developer,Data Science,5.24,Full-Time,2025-05-24,Filled
1040,971,DevOps Engineer,Mechanical Engineering,4.52,Full-Time,2023-11-24,Closed
1041,1,Graduate Trainee Engineer,Data Science,5.92,Internship,2024-03-20,Filled
1042,307,Graduate Trainee Engineer,Information Technology,4.95,Full-Time,2024-04-08,Filled
1043,606,DevOps Engineer,Civil Engineering,4.01,Full-Time,2024-07-30,Closed
1044,349,Graduate Trainee Engineer,Electrical Engineering,19.86,Full-Time,2024-02-07,Open
1045,524,Data Analyst,Computer Science,4.28,Full-Time,2025-05-06,Open
1046,826,Frontend Developer,Electronics & Communication,6.59,Full-Time,2025-05-21,Closed
1047,915,Associate Consultant,Electronics & Communication,10.29,Internship,2025-06-11,Closed
1048,443,Full Stack Developer,Computer Science,13.54,Full-Time,2026-02-10,Closed
1049,624,Data Scientist,Business Administration,7.59,Full-Time,2025-06-23,Filled
1050,790,ML Engineer,Computer Science,6.11,Full-Time,2026-03-27,Closed
1051,632,Cloud Engineer,Civil Engineering,4.55,Full-Time,2026-04-11,Open
1052,864,Systems Engineer,Computer Science,7.58,Internship,2024-05-18,Open
1053,537,Business Analyst,Artificial Intelligence & ML,8.95,Full-Time,2025-11-15,Closed
1054,930,Business Analyst,Data Science,4.93,Internship,2023-10-26,Open
1055,345,Backend Developer,Civil Engineering,5.41,Internship + PPO,2024-06-20,Filled
1056,376,Systems Engineer,Electronics & Communication,2.5,Full-Time,2023-08-06,Closed
1057,986,QA Engineer,Business Administration,3.84,Internship,2024-08-07,Open
1058,179,Systems Engineer,Mechanical Engineering,11.76,Full-Time,2024-01-02,Open
1059,741,Data Scientist,Artificial Intelligence & ML,5.78,Internship + PPO,2024-04-06,Closed
1060,145,QA Engineer,Mechanical Engineering,2.5,Full-Time,2024-04-20,Closed
1061,996,Business Analyst,Data Science,5.63,Full-Time,2024-10-12,Closed
1062,59,QA Engineer,Artificial Intelligence & ML,6.81,Full-Time,2024-02-12,Open
1063,346,QA Engineer,Civil Engineering,4.91,Internship + PPO,2025-10-27,Filled
1064,459,Cloud Engineer,Commerce,5.54,Full-Time,2025-11-06,Filled
1065,421,Cloud Engineer,Business Administration,8.53,Full-Time,2025-04-18,Open
1066,953,Graduate Trainee Engineer,Information Technology,7.11,Full-Time,2026-04-07,Closed
1067,92,Associate Consultant,Data Science,3.35,Full-Time,2025-01-20,Open
1068,618,ML Engineer,Artificial Intelligence & ML,3.15,Internship,2025-12-01,Open
1069,551,Product Analyst,Electronics & Communication,8.72,Full-Time,2025-01-23,Closed
1070,564,Frontend Developer,Commerce,11.32,Internship,2025-01-13,Closed
1071,37,Associate Consultant,Information Technology,5.65,Full-Time,2024-07-02,Open
1072,633,Data Scientist,Artificial Intelligence & ML,3.45,Full-Time,2024-07-17,Open
1073,934,ML Engineer,Artificial Intelligence & ML,15.54,Full-Time,2025-05-10,Open
1074,635,Graduate Trainee Engineer,Data Science,4.17,Full-Time,2024-04-17,Open
1075,203,DevOps Engineer,Civil Engineering,5.33,Full-Time,2025-09-15,Open
1076,42,Cloud Engineer,Electrical Engineering,6.21,Full-Time,2023-06-10,Open
1077,72,Data Scientist,Data Science,4.51,Full-Time,2024-09-13,Open
1078,364,ML Engineer,Business Administration,2.5,Full-Time,2025-11-16,Filled
1079,790,Associate Consultant,Electronics & Communication,6.22,Full-Time,2024-08-02,Filled
1080,358,Backend Developer,Information Technology,10.15,Internship + PPO,2023-08-05,Closed
1081,873,Data Analyst,Mechanical Engineering,6.01,Internship + PPO,2025-08-21,Open
1082,567,QA Engineer,Artificial Intelligence & ML,4.31,Internship + PPO,2024-01-06,Closed
1083,898,Full Stack Developer,Mechanical Engineering,6.26,Full-Time,2023-07-01,Closed
1084,215,Software Engineer,Mechanical Engineering,4.07,Full-Time,2025-02-09,Closed
1085,745,Backend Developer,Mechanical Engineering,13.02,Full-Time,2024-08-27,Closed
1086,634,ML Engineer,Electrical Engineering,2.68,Full-Time,2023-12-26,Filled
1087,647,DevOps Engineer,Computer Science,16.42,Full-Time,2023-12-14,Closed
1088,941,Data Scientist,Data Science,2.5,Full-Time,2024-01-02,Filled
1089,295,DevOps Engineer,Computer Science,11.01,Full-Time,2024-12-24,Open
1090,375,Backend Developer,Data Science,2.5,Internship + PPO,2024-04-18,Closed
1091,452,DevOps Engineer,Computer Science,4.08,Full-Time,2024-03-03,Open
1092,306,Graduate Trainee Engineer,Commerce,11.06,Full-Time,2024-01-31,Filled
1093,758,DevOps Engineer,Business Administration,8.83,Internship + PPO,2024-08-28,Filled
1094,665,Backend Developer,Information Technology,10.33,Full-Time,2025-06-18,Open
1095,266,Full Stack Developer,Civil Engineering,6.71,Full-Time,2024-01-12,Closed
1096,65,Product Analyst,Artificial Intelligence & ML,6.81,Internship,2024-10-06,Closed
1097,676,Full Stack Developer,Artificial Intelligence & ML,3.4,Full-Time,2023-12-11,Open
1098,9,Frontend Developer,Information Technology,3.1,Full-Time,2024-10-16,Open
1099,372,Product Analyst,Information Technology,2.5,Full-Time,2025-03-12,Filled
1100,927,ML Engineer,Data Science,3.77,Internship,2023-07-15,Closed
1101,954,Software Engineer,Business Administration,3.15,Full-Time,2025-10-21,Closed
1102,90,Graduate Trainee Engineer,Electronics & Communication,9.67,Internship,2025-10-08,Filled
1103,689,Systems Engineer,Data Science,2.72,Internship + PPO,2024-09-25,Closed
1104,146,Software Engineer,Civil Engineering,7.94,Internship,2025-05-24,Filled
1105,317,Software Engineer,Electronics & Communication,5.77,Internship,2025-08-22,Open
1106,463,Cloud Engineer,Electronics & Communication,4.81,Full-Time,2025-09-18,Filled
1107,697,Frontend Developer,Artificial Intelligence & ML,3.34,Internship,2024-03-20,Closed
1108,739,Business Analyst,Electrical Engineering,6.68,Full-Time,2024-02-25,Filled
1109,891,ML Engineer,Business Administration,2.5,Full-Time,2024-01-01,Filled
1110,870,Graduate Trainee Engineer,Data Science,8.21,Full-Time,2024-03-26,Open
1111,240,Associate Consultant,Mechanical Engineering,2.5,Internship,2023-12-21,Open
1112,977,Software Engineer,Data Science,5.21,Full-Time,2025-04-21,Open
1113,212,Data Analyst,Computer Science,7.94,Internship,2024-02-12,Open
1114,376,Software Engineer,Information Technology,4.79,Full-Time,2025-01-13,Open
1115,586,Graduate Trainee Engineer,Artificial Intelligence & ML,7.98,Full-Time,2025-03-23,Filled
1116,560,Cloud Engineer,Computer Science,4.44,Full-Time,2026-03-13,Closed
1117,691,Business Analyst,Commerce,2.78,Full-Time,2025-08-17,Filled
1118,906,Software Engineer,Commerce,9.47,Full-Time,2023-10-10,Closed
1119,502,ML Engineer,Electrical Engineering,14.82,Full-Time,2026-02-03,Filled
1120,852,Graduate Trainee Engineer,Data Science,7.09,Internship + PPO,2024-06-11,Filled
1121,740,Data Scientist,Electrical Engineering,6.95,Internship + PPO,2025-08-19,Filled
1122,564,DevOps Engineer,Mechanical Engineering,4.45,Full-Time,2023-09-10,Filled
1123,557,DevOps Engineer,Information Technology,5.46,Internship + PPO,2025-10-05,Closed
1124,508,DevOps Engineer,Electronics & Communication,7.97,Full-Time,2025-08-10,Closed
1125,329,Frontend Developer,Computer Science,4.24,Full-Time,2024-01-19,Filled
1126,83,Backend Developer,Artificial Intelligence & ML,6.6,Internship + PPO,2025-11-23,Closed
1127,719,Software Engineer,Business Administration,4.14,Full-Time,2024-07-06,Open
1128,915,Data Analyst,Civil Engineering,3.78,Full-Time,2025-12-15,Filled
1129,293,Product Analyst,Computer Science,9.27,Full-Time,2024-07-09,Open
1130,14,Product Analyst,Computer Science,3.48,Internship,2024-07-04,Closed
1131,372,Software Engineer,Computer Science,6.83,Full-Time,2024-04-13,Filled
1132,499,Graduate Trainee Engineer,Data Science,5.48,Full-Time,2025-04-29,Filled
1133,542,Data Scientist,Computer Science,5.98,Internship,2024-05-28,Filled
1134,528,Software Engineer,Electronics & Communication,5.25,Internship,2026-02-12,Open
1135,89,QA Engineer,Civil Engineering,4.79,Internship,2025-01-03,Filled
1136,830,Graduate Trainee Engineer,Electrical Engineering,4.15,Internship,2026-04-17,Closed
1137,67,Product Analyst,Business Administration,5.32,Full-Time,2025-12-06,Open
1138,234,Data Analyst,Mechanical Engineering,3.18,Full-Time,2024-05-17,Closed
1139,264,QA Engineer,Mechanical Engineering,4.18,Internship + PPO,2024-05-10,Closed
1140,340,Cloud Engineer,Electrical Engineering,2.5,Internship,2024-01-27,Open
1141,772,Business Analyst,Commerce,4.04,Full-Time,2024-05-22,Filled
1142,680,Business Analyst,Electronics & Communication,2.5,Full-Time,2024-07-29,Closed
1143,434,ML Engineer,Electronics & Communication,10.37,Internship,2025-12-15,Filled
1144,892,Frontend Developer,Computer Science,5.83,Full-Time,2025-04-02,Open
1145,517,Frontend Developer,Commerce,5.95,Internship + PPO,2024-01-16,Filled
1146,774,DevOps Engineer,Civil Engineering,7.34,Internship,2024-10-22,Open
1147,594,Associate Consultant,Electrical Engineering,6.35,Full-Time,2026-02-27,Filled
1148,650,Backend Developer,Information Technology,5.77,Internship + PPO,2025-01-18,Filled
1149,801,DevOps Engineer,Data Science,3.3,Internship,2026-04-02,Open
1150,893,Full Stack Developer,Commerce,8.32,Full-Time,2025-02-27,Closed
1151,804,QA Engineer,Business Administration,8.39,Internship + PPO,2024-12-01,Filled
1152,135,Software Engineer,Artificial Intelligence & ML,5.21,Full-Time,2023-09-15,Closed
1153,588,Systems Engineer,Civil Engineering,3.96,Full-Time,2024-05-21,Filled
1154,925,Backend Developer,Data Science,12.84,Full-Time,2025-10-25,Open
1155,101,Product Analyst,Business Administration,5.28,Full-Time,2025-09-19,Open
1156,718,QA Engineer,Electrical Engineering,4.71,Full-Time,2024-10-08,Filled
1157,104,ML Engineer,Electrical Engineering,3.15,Full-Time,2025-06-06,Closed
1158,118,Frontend Developer,Electrical Engineering,7.66,Internship,2023-07-05,Open
1159,485,DevOps Engineer,Artificial Intelligence & ML,6.59,Full-Time,2024-10-12,Closed
1160,964,Software Engineer,Computer Science,4.97,Full-Time,2025-06-09,Filled
1161,408,Systems Engineer,Artificial Intelligence & ML,6.37,Internship + PPO,2026-03-20,Open
1162,296,Product Analyst,Commerce,3.13,Full-Time,2023-08-04,Filled
1163,594,Systems Engineer,Mechanical Engineering,9.8,Full-Time,2023-09-20,Open
1164,966,QA Engineer,Electronics & Communication,4.88,Full-Time,2024-01-23,Closed
1165,124,ML Engineer,Information Technology,10.21,Full-Time,2023-12-12,Open
1166,844,Associate Consultant,Electrical Engineering,3.75,Internship + PPO,2024-09-07,Open
1167,390,Software Engineer,Civil Engineering,2.89,Internship,2026-03-21,Closed
1168,826,Backend Developer,Mechanical Engineering,7.4,Internship + PPO,2024-06-30,Filled
1169,420,Associate Consultant,Electrical Engineering,3.99,Full-Time,2024-01-12,Open
1170,342,Product Analyst,Data Science,4.37,Full-Time,2025-10-09,Closed
1171,297,Software Engineer,Information Technology,6.42,Internship + PPO,2024-11-23,Filled
1172,298,Data Analyst,Civil Engineering,5.86,Full-Time,2023-09-08,Filled
1173,743,Software Engineer,Information Technology,2.95,Full-Time,2025-09-08,Closed
1174,450,Cloud Engineer,Mechanical Engineering,6.3,Internship + PPO,2024-07-14,Closed
1175,811,Business Analyst,Computer Science,9.79,Full-Time,2025-03-31,Closed
1176,122,Business Analyst,Electronics & Communication,6.23,Internship + PPO,2025-11-07,Filled
1177,874,Software Engineer,Commerce,11.19,Full-Time,2025-07-24,Closed
1178,296,Data Analyst,Data Science,13.03,Internship,2024-07-29,Closed
1179,282,Business Analyst,Data Science,5.61,Full-Time,2024-12-17,Open
1180,813,Graduate Trainee Engineer,Mechanical Engineering,5.52,Internship + PPO,2025-08-25,Open
1181,710,Data Analyst,Data Science,7.12,Full-Time,2024-09-16,Open
1182,904,Frontend Developer,Computer Science,5.22,Full-Time,2023-12-11,Filled
1183,207,Backend Developer,Information Technology,10.02,Full-Time,2024-04-15,Open
1184,252,Data Analyst,Artificial Intelligence & ML,9.87,Full-Time,2023-06-16,Filled
1185,567,Systems Engineer,Artificial Intelligence & ML,15.71,Internship,2023-11-23,Open
1186,840,Product Analyst,Commerce,4.91,Full-Time,2024-02-03,Closed
1187,156,Full Stack Developer,Artificial Intelligence & ML,6.85,Full-Time,2025-01-25,Open
1188,507,Software Engineer,Electrical Engineering,3.9,Internship,2024-10-25,Filled
1189,928,Product Analyst,Commerce,4.36,Full-Time,2024-01-12,Open
1190,996,Software Engineer,Business Administration,6.32,Full-Time,2025-06-11,Closed
1191,598,Product Analyst,Computer Science,3.27,Full-Time,2023-10-29,Closed
1192,519,Graduate Trainee Engineer,Electrical Engineering,12.78,Full-Time,2023-06-12,Closed
1193,283,Associate Consultant,Artificial Intelligence & ML,9.48,Full-Time,2025-09-23,Filled
1194,581,ML Engineer,Electrical Engineering,4.37,Internship + PPO,2024-09-19,Open
1195,227,Associate Consultant,Data Science,10.53,Full-Time,2024-04-18,Filled
1196,644,Full Stack Developer,Commerce,8.96,Full-Time,2024-09-05,Open
1197,179,Data Analyst,Artificial Intelligence & ML,4.84,Full-Time,2025-06-25,Closed
1198,936,Backend Developer,Electrical Engineering,4.76,Internship,2025-11-02,Filled
1199,623,Frontend Developer,Information Technology,9.6,Full-Time,2024-06-07,Open
1200,108,ML Engineer,Computer Science,2.98,Full-Time,2024-10-04,Closed
1201,834,Systems Engineer,Electronics & Communication,4.79,Full-Time,2024-04-03,Open
1202,981,QA Engineer,Information Technology,3.0,Full-Time,2025-07-10,Closed
1203,66,Data Scientist,Data Science,2.97,Internship + PPO,2023-09-20,Closed
1204,489,Systems Engineer,Data Science,5.21,Full-Time,2025-03-30,Open
1205,704,Business Analyst,Civil Engineering,4.17,Full-Time,2023-07-15,Open
1206,543,Backend Developer,Electrical Engineering,12.12,Full-Time,2024-05-09,Filled
1207,994,QA Engineer,Artificial Intelligence & ML,6.43,Full-Time,2025-11-29,Filled
1208,205,Data Analyst,Civil Engineering,8.02,Internship + PPO,2025-01-09,Closed
1209,248,Full Stack Developer,Artificial Intelligence & ML,7.98,Full-Time,2023-08-29,Open
1210,427,QA Engineer,Electrical Engineering,6.24,Internship,2023-11-23,Open
1211,658,Business Analyst,Electronics & Communication,4.65,Full-Time,2024-06-27,Closed
1212,371,Graduate Trainee Engineer,Commerce,4.98,Full-Time,2026-03-12,Filled
1213,983,Systems Engineer,Electrical Engineering,7.21,Full-Time,2026-03-07,Closed
1214,216,Data Scientist,Information Technology,6.73,Internship,2024-04-30,Filled
1215,594,DevOps Engineer,Artificial Intelligence & ML,3.22,Full-Time,2025-03-08,Filled
1216,740,Data Scientist,Business Administration,3.04,Internship + PPO,2024-01-23,Closed
1217,872,Data Analyst,Artificial Intelligence & ML,8.07,Full-Time,2024-10-23,Filled
1218,849,Full Stack Developer,Information Technology,4.39,Full-Time,2024-01-03,Open
1219,869,Data Analyst,Civil Engineering,3.23,Full-Time,2023-12-09,Open
1220,95,Systems Engineer,Civil Engineering,9.39,Internship,2024-04-28,Filled
1221,626,Business Analyst,Civil Engineering,15.24,Full-Time,2024-01-24,Open
1222,98,Frontend Developer,Electrical Engineering,2.5,Internship,2026-03-22,Closed
1223,488,Data Scientist,Artificial Intelligence & ML,9.48,Internship + PPO,2025-02-15,Closed
1224,22,Data Analyst,Mechanical Engineering,5.47,Full-Time,2024-08-18,Open
1225,490,Data Analyst,Artificial Intelligence & ML,4.96,Full-Time,2025-11-25,Closed
1226,745,Data Analyst,Commerce,8.2,Full-Time,2024-11-22,Open
1227,803,ML Engineer,Data Science,7.32,Internship,2023-06-02,Open
1228,476,Product Analyst,Electrical Engineering,4.21,Full-Time,2025-09-01,Filled
1229,122,Cloud Engineer,Electrical Engineering,5.96,Full-Time,2025-02-25,Filled
1230,659,DevOps Engineer,Electrical Engineering,15.77,Internship + PPO,2023-09-18,Closed
1231,571,Systems Engineer,Computer Science,7.0,Full-Time,2026-01-30,Closed
1232,220,Frontend Developer,Computer Science,13.05,Full-Time,2024-06-28,Closed
1233,634,ML Engineer,Information Technology,7.72,Internship,2024-02-06,Closed
1234,432,Data Scientist,Information Technology,7.82,Full-Time,2026-03-06,Open
1235,783,Software Engineer,Data Science,3.71,Full-Time,2026-01-01,Closed
1236,627,Backend Developer,Computer Science,4.64,Full-Time,2023-12-31,Closed
1237,953,Data Analyst,Electronics & Communication,3.67,Full-Time,2024-01-19,Open
1238,976,Backend Developer,Business Administration,8.93,Internship,2025-12-12,Filled
1239,331,Graduate Trainee Engineer,Information Technology,4.95,Internship,2024-08-27,Filled
1240,251,QA Engineer,Electronics & Communication,6.08,Full-Time,2023-11-27,Closed
1241,296,Backend Developer,Electrical Engineering,7.67,Full-Time,2023-07-31,Closed
1242,94,Product Analyst,Data Science,7.92,Full-Time,2026-01-18,Closed
1243,53,Graduate Trainee Engineer,Data Science,3.52,Internship,2025-06-02,Filled
1244,853,Software Engineer,Computer Science,16.69,Internship + PPO,2024-11-13,Closed
1245,717,Product Analyst,Information Technology,6.09,Full-Time,2023-10-09,Open
1246,93,Frontend Developer,Electronics & Communication,7.06,Full-Time,2025-03-11,Filled
1247,174,Systems Engineer,Computer Science,4.61,Full-Time,2025-08-25,Open
1248,435,DevOps Engineer,Electronics & Communication,4.06,Full-Time,2025-11-13,Closed
1249,30,Data Analyst,Information Technology,8.67,Internship,2025-01-16,Open
1250,432,Graduate Trainee Engineer,Civil Engineering,5.49,Internship,2025-10-10,Closed
1251,522,Frontend Developer,Electronics & Communication,3.45,Internship,2024-07-26,Closed
1252,471,ML Engineer,Information Technology,4.02,Full-Time,2025-02-10,Filled
1253,573,Frontend Developer,Artificial Intelligence & ML,3.84,Internship + PPO,2024-02-06,Open
1254,610,Cloud Engineer,Civil Engineering,4.26,Full-Time,2025-03-11,Open
